data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Máy dựng. Gửi máy bị lỗi sim vitell.,,,,,,,,,,Negative,
"Nhóm màu: Đen 🔋 
Thời lượng pin: Tốt 📸 
Chất lượng camera: Được ⚡ 
Hiệu suất: Ổn",Positive,Positive,Positive,,,,,,,,
"Hiệu năng đầy ram gây đơ, camera macro gần mờ tịt. Ship gửi sai sản phẩm, dịch vụ khách hàng đòi hóa đơn lỗi thời.",,Negative,,Negative,,,,Negative,Negative,,
"Nhóm màu: Gold 
Dung lượng lưu trữ: 16gb sản phẩm về sạc pin không vô",Negative,,,,,,,,,,
Hàng chuẩn,,,,,,,,,,Positive,
Nhóm màu: Đen opal 6gb/128gb cấu hình tốt. Pin khá lâu. Chơi game mượt mà. Tặng cửa hàng 5 sao nhé,Positive,,Positive,,,,,,,,
"Điện thoại có phần mềm độc hại, tí thì mất toi file",,,,,,,,,,Negative,
"Hàng bị lỗi rồi cửa hàng ơi! thỉnh thoảng tắt nguồn phải khởi động lại, nhưng vẫn sử dụng được",,,,,,,,,,Negative,
"Cửa hàng đóng gói cẩn thận. Máy oke, bảo hành đầy đủ",,,,,,Positive,,Positive,,,
Nhóm màu: Màu đen nhám đã nhận hàng. Máy đẹp hình thức như mới sử dụng rất tốt. Nhà bán hàng nhiệt tình tư vấn hỗ trợ. Rất hài lòng về sản phẩm và cửa hàng,,,,,Positive,,,Positive,,,
Hàng đúng với mô tả giao hàng nhanh còn chất lượng thì phải cần thời gian để kiểm chứng,,,,,,,,,Positive,,
Chất lượng sản phẩm: Camera và màn hình hoạt động theo thông số kỹ thuật trong điều kiện thử nghiệm chuẩn.,,Neutral,,Neutral,,,,,,,
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb giá trị tuyệt vời cho số tiền bỏ ra, khả năng sạc nhanh, giá trị tuyệt vời cho số tiền bỏ ra, bóng bẩy và thanh lịch, hiệu suất mượt mà,",Positive,,Positive,,Positive,,Positive,,,,
"Chất lượng sản phẩm: Tệ 
Đúng với mô tả: Không đúng 
Tính năng nổi bật: Camera ảo camera quảng cáo 50mp nhưng thực tế chỉ 8mp, pin trâu nhưng sử dụng 3 tiếng hết",Negative,Negative,,,,,,,,,
Sản phẩm nguyên seal đóng gói chắc chắn chính hãng bảo hành dài mọi thứ quá ổn áp trong tầm giá bá đạo luôn 😁😁😁😘🥰🤩😍 tặng kèm tai nghe tuyệt vời,,,,,,Positive,Positive,Positive,,,
Sản phẩm tốt đúng với mô tả mở nguồn lên luôn chưa có sim để lắp để sử dụng một thời gian rồi review tiếp sau cảm ơn bạn. Mong cửa hàng bán nhiều sản phẩm tốt như thế này,,,,,,,,,,Positive,
"Cửa hàng giao nhanh, đóng gói cẩn thận, đã nhận và sử dụng được 1 tháng nên thấy rất ok, giá mềm nữa",,,,,,Positive,Positive,,Positive,,
"Màu sắc: Xanh đậm 
Dung lượng lưu trữ: 128gb tốt gần như mới. Cửa hàng hỗ trợ hậu mãi nhiệt tình.",,,,,,,,Positive,,,
Sản phẩm tốt mua cái đồ này thì hên xui thôi chứ ở xa thế này cũng không mong muốn bảo hành cho lắm 😀,,,,,,,,,,Positive,
"Nhóm màu: Vàng 
Dung lượng lưu trữ: 16gb tặng cửa hàng 5 sao vì điện thoại đẹp hơn mong đợi, chúc cửa hàng vv mua may bán đắt",,,,,Positive,,,,,,
"Màu sắc: Black 
Phân loại sản phẩm: Có kèm phụ kiện điện thoại chất lượng tốt, giá cả phù hợp, cửa hàng giao nhanh, đóng gói cẩn thận, nhân viên tư vấn nhiệt tình, sẽ quay lại ủng hộ cửa hàng",,,,,,Positive,Positive,Positive,Positive,,
"Đúng sản phẩm, phụ kiện trong hộp đủ, sản phẩm new seal, giao hàng đúng hẹn. Chỉ duy nhất là kích hoạt bảo hành sớm hơn 2 tháng, giá cả phù hợp nên chấp nhận được. Nói chung ok",,,,,,,Positive,Negative,Positive,,
"Máy sai cấu hình nhá, này bản kích ram với bộ nhớ, chính xác chỉ có 4gb / 128gb, nhưng dù sao giá đó cug chấp nhận được",,,,,,,Positive,,,,
"Quá tệ, tư vấn không tới nơi, xử lý quá tệ tệ!",,,,,,,,Negative,,,
"Màu sắc: Xanh biển loa rõ ràng và to, màn hình rõ ràng và sáng,",,,,Positive,,,,,,Positive,
Mua giùm không sử dụng nên không biết tốt giùm hình vực vịnh ch chủ yếu lấy xu,,,,,,,,,,,Neutral
Nhóm màu: Máy vàng đac màu vàng mà giao màu trắng,,,,,,,,,Negative,,
Mình đang tìm hiểu các chế độ chụp ảnh của camera. Mình sẽ đánh giá sau khi sử dụng nhiều hơn.,,Neutral,,,,,,,,,
"Tính năng nổi bật: Hàng không đúng sản phẩm giao bị bể kính màn hình. 
Đúng với mô tả: Không đúng mô tả 
Chất lượng sản phẩm: Kém",,,,Negative,,,,,,,
"Color family: Random color sản phẩm: Mình đã nhận máy rồi nha cửa hàng yêu ơi. Máy rất là mới cứng cáp full mọi chức năng nha, mình đã test qua thì tốt lắm, chụp hình, coi phim, nghe nhạc rõ nét lắm giá cả thì cũng vừa túi tiền. Nói chung không mong hơn gì được nữa với tầm giá như thế này mà có được chiếc điện thoại sử dụng tốt thì không đòi hỏi gì hơn được nữa sẽ mua và ủng hộ cửa hàng thêm nữa",,Positive,,,,,Positive,,,,
Máy đẹp OK,,,,,Positive,,,,,,
Điện thoại này sử dụng khá ô kê quá tuyệt là vời luôn nên mua,,,,,,,,,,Positive,
"Máy ổn ở mức giá 2. X. Có màn oled full hd. Chất lượng hiển thị tốt. Máy được cửa hàng việt hóa sẵn tiếng việt được tầm 85-90%. Pin 4000 hơi ít nhưng mình mua làm máy phụ nên tốt. Màn chỉ là 60hz, 1 loa mono. Không biết máy mọi người mua có bị như của mình không lúc xem yt xem ở tốc độ bt thì tốt, bật tốc độ 1.25 trở lên là hình đi trước tiếng xem hơi khó chịu. Máy thị trường jp nên phụ kiện kèm hộp chỉ có ốp lưng, chọc sim. Cửa hàng có tặng kèm 1 bộ sạc quảng cáo nhưng mình không sử dụng. Tóm lại ở mức giá 2. X thì cũng ổn",Positive,,,Positive,,,Positive,,,Neutral,
"Màu sắc: Đen 
Phân loại: Nguyên seal tôi thấy hài lòng với sản phẩm được nhận mẫu mã tốt tính năng nhanh",,,,,,,,,,Positive,
"Pin tụt nhanh dùng làm máy chính thì không ổn lắm, đóng gói quá Sơ sài, ship muộn tận 5 ngày dù trong tphcm, chăm sóc khách hàng lúng túng trả lời lâu",Negative,,,,,Negative,,Negative,Negative,,
"Nhóm màu: Nhiều màu 
Dung lượng lưu trữ: 128gb giao hàng nhanh lắm. Nhận được máy đẹp khá ngon nha. Máy nhanh mượt. Cảm ơn cửa hàng lần sau ủng hộ tiếp",,,Positive,,Positive,,,,Positive,,
"Máy quá chậm chạp, hay bị giật. Máy bị lag sau khi dùng 1h. Chăm sóc khách hàng quá thờ ơ. Lag không làm gì được. Pin tệ. Chăm sóc khách hàng không có giải pháp",Negative,,Negative,,,,,Negative,,,
"Cửa hàng giao hàng nhanh, đóng gói cẩn thận. Máy nguyên seal trả góp 0% quá hời luôn giá lại rẻ hơn ngoài tiệm nhiều",,,,,,Positive,Positive,,Positive,,
Sản phẩm này đẹp mọi người nên mua nha giao hàng nhanh chóng gói hàng cẩn thận,,,,,,Positive,,,Positive,,
"Bong keo thiếu phụ kiện không có bảo hành như cam kết,",,,,,,,,Negative,,,
"Sản phẩm: Sản phẩm không như mô tả, gia đình 4 anh em đặt nhưng huỷ hết chỉ giao 1 cái. Là mỗi dchi chỉ mua được 1 cái?",,,,,,,,,,Negative,
"Mình đặt máy mới 99% mà giao máy cũ 95% tặng thêm 1 pin, không vô được youtube.",,,,,,,,,,Negative,
Hình ảnh mang tính chất tham khảo sẽ ủng hộ cửa hàng lần sau giao hàng nhanh đúng mô tả nên mua,,,,,,,,,Positive,,
"Tính năng: Máy chạy tốt, pin trâu, sạc nhanh 25w chưa tới 1h đầy pin chất lượng: Hàng chính hãng, máy đẹp nha cửa hàng",Positive,,,,Positive,,,,,,
"Màu sắc: Full điện thoại đẹp lắm ạ, đúng màu xanh em thích, cho cửa hàng 10 điểm luôn",,,,,Positive,,,,,,
Mặt lưng máy có độ nhám nhất định. Thời gian sạc đầy pin mất khoảng vài giờ.,Neutral,,,,Neutral,,,,,,
Ngoại hình: Máy đẹp tân trang có lẽ vì vấn đề chuyển đi xa. Quá trình vận chuyển rung lắc nhiều có lẽ mấy trạm gì đó nên không sử dụng được. Trả hàng và hoàn tiền.,,,,,Positive,,,,Negative,,
Color: Đen-xl mõng vãi ra mà thôi kệ,,,,,,,,,,,Neutral
"Hoá đơn xuất quá lâu, yêu cầu rồi cũng làm như 1 cái máy, mua tài khoản khác thì chưa giao đã xuất. Thái độ nhân viên tư vấn thì chưa học hết lớp 2. (Ngo dốt)",,,,,,,,Negative,Negative,,
"Về thiết kế thì máy có kích thước đúng như công bố, màn hình thì mình chưa có thời gian kiểm tra kỹ.",,,,Neutral,Neutral,,,,,,
Quá trình vận chuyển theo đúng lịch trình đã thông báo.,,,,,,,,,Neutral,,
"Hiệu năng đơ game đua xe, ship chậm 8 ngày. Camera chính thiếu rực rỡ, pin tụt mạng di động.",Negative,Negative,Negative,,,,,,Negative,,
"Nhóm màu: Màu ngẫu nhiên sản phẩm: Điện thoại cửa hàng làm ăn uy tín, sẽ tiếp tục ủng hộ",,,,,,,,,,Positive,
"Sản phẩm giống như mô tả, đóng gói kỹ lưỡng, giao hàng nhanh chóng",,,,,,Positive,,,Positive,,
"Đúng với mô tả: Tốt 
Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt
Lần trước mua thì tốt …. Lần này nhìn hộp như bị đóng lại… tem niêm phong bên trong như đóng lại ….. Không hài lòng chút nào…. Nhưng vẫn nhận hàng hi vọng hàng chuẩn là được….!",,,,,,Negative,,,,,
"Giao hàng nhanh, các anh chị bên fpt cửa hàng thân thiện, 10 đỉm",,,,,,,,Positive,Positive,,
"Rẻ tiền lừa bịp pin yếu xìu, shipping muộn màng",Negative,,,,,,,,Negative,,
Điện thoại bi chay man hinh' kho lam viec. That. Vong khi mua điện thoại,,,,Negative,,,,,,,
"Nhóm màu: Màu hồng loại: 1sim hàng hỏng xạc, pin trâu mà nhanh hết, liên lạc để yêu cầu đổi cái xạc khác mà không thấy hồi âm hay chủ động liên lạc với khách hàng, mình thấy không nên mua hàng qua hình ảnh như thế này,",Negative,,,,,,,Negative,,,
Tệ khác kém chăm sóc kh trả lời qua quýt. Camera focus chậm ì.,,Negative,,,,,,Negative,,,
Màu sắc: Màu ngẫu nhiên sản phẩm: Lần đầu tiên mua máy trên cửa hàng nhận máy về ưng ý lắm máy còn mới sử dụng rất là tốt quan trọng là phù hợp với giá tiền mình bỏ ra mà chất lượng thì cũng rất là ưng ý mọi chức năng đều rất là tốt cửa hàng tư vấn nhiệt tình mình sẽ ủng hộ thêm lần sau nha tặng cửa hàng 5 sao chúc cửa hàng mua may bán đắt cảm ơn cửa hàng,,,,,,,Positive,Positive,,,
"Màu sắc: Đen 
Phân loại: Nguyên seal máy mở ra có bụi bám vào các kẽ viền máy, có xước 1 đoạn nhỏ nắp lưng, nắp lưng không rõ có đóng lại hay không ? tạm chấp nhận sài 1 thời gian sẽ sửa lại",,,,,Negative,,,,,,
"Trùng số imel giữa hộp với máy, sẽ tiếp tục ủng hộ cửa hàng ở các đời máy sau",,,,,,,,,,Positive,
Mới dùng thấy ổn. Không biết lâu dài có ổn không,,,,,,,,,,Positive,
Mua hàng lần đầu bên cửa hàng Cũng hơi lo nhưng nhận được Hàng Nguyên seal rất ủy tín 10 sao cho cửa hàng,,,,,,,,,,Positive,
"Nhóm màu: Đen 🔋 
Thời lượng pin: Tutet vou nen mua ngê fc htth i think i have a lot of work done and i think i have to do it in the a few weeks and i have to be in the a little biết",,,,,,,,,,,Neutral
Thấy hàng đi lòng vòng - sang tận long biên rồi mới về lại phố nên cũng lo lo vì hàng giá trị - sợ nhận cục gạch. Nhưng nhận hàng thì khá yên tâm vì tem dán nguyên seal. Mở hộp đúng hàng xịn - tem đầy đủ. Giá tốt.,,,,,,Positive,Positive,,,,
Nhóm màu: Xanh hang chất lượng cam on cửa hàng,,,,,,,,,,Positive,
"Đóng gói hàng chắc chắn, giao hàng nhanh chóng, đầy đủ. Hy vọng là sử dụng bền",,,,,,Positive,,,Positive,,
"Gb ít quá, nghe nhạc hay xem phim thì tốt chứ chơi game thì chịu. Do là sử dụng được nên 3sao thôi.",,,Negative,,,,,,,,
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng pin 45% tự nhiên hết pin luôn xuống còn 1 luôn",Negative,,,,,,,,,,
Chất lượng hiển thị của màn hình cần trải nghiệm dưới nhiều điều kiện ánh sáng khác nhau.,,,,Neutral,,,,,,,
"Kém mô tả giả dối tự động khởi động lại liên tục,",,,,,,,,,,Negative,
Color: Đen-xl quá mỏng,,,,,,,,,,,Neutral
Nói chung sản phẩm thì chưa biết phải sử dụng qua thời gian thì mới đánh giá chính xác được.,,,,,,,,,,Neutral,
"Hiệu năng ì ạch, app nặng load lâu và hay đứng. Khác với mô tả cấu hình mạnh. Tính năng đa nhiệm bị đóng băng. Pin tụt nhanh chỉ vài giờ, máy nóng, đóng gói sơ sài, ship chậm",Negative,,Negative,,,Negative,,,Negative,,
"Máy này mua cho phụ huynh sử dụng là chuẩn bài rồi. Cấu hình tốt, giá vừa phải, màn hình to, pin tốt. Mua được deal hời làm quà vu lan cho mẹ. Mọi người nên trải nghiệm nhé.",Positive,,,Positive,,,Positive,,,,
"Đthoai đẹp, như ảnh minh họa",,,,,Positive,,,,,,
"Máy mạnh, pin cao, sử dụng bình thường có chơi game, tầm hơn 1 ngày mới sạc, sạc nhanh thôi 55 phút đầy cũng nhanh rồi không cần siêu nhanh. Nói chung máy khá tốt trong tầm giá nhất là anh em như cầu chơi game thì không phải bàn cãi",Positive,,,,,,,,,,
Pin chỉ sử dụng được hơn 3 tiếng. Máy nặng quá khi cầm lâu. Tốc độ khởi động ứng dụng chậm chạp. Đóng gói hộp bị xẹp. Shipper tự ý đổi giờ giao hàng,Negative,,,,,Negative,,,Negative,Negative,
"Đóng gói sơ sài ghi bảo đảm vận chuyển ship trễ, hộp móp, phụ kiện thiếu,",,,,,,Negative,,,Negative,,
Hệ điều hành các tính năng cơ bản theo mặc định.,,,,,,,,,,Neutral,
Cửa hàng gói hàng siêu cẩn thận pin rất trâu xài 8 tiếng mới hết pin chơi game siêu mượt,Positive,,Positive,,,Positive,,,,,
"Chất lượng sản phẩm: Bình thường 
Tính năng nổi bật: Không 
Đúng với mô tả: Đúng sử dụng cũng tạm",,,,,,,,,,Neutral,
Vừa nhận hàng mọi thứ ok hết hi vọng máy ổn,,,,,,,,,,Positive,
Mất chạm 2 lần mở màn hình chạm 2 lần tắt màn hình,,,,,,,,,,Neutral,
Mua online hàbg giá trị cao nên cũng hơi lo. Nhận hàng thì ok nha,,,,,,,,,,Positive,
Sử dụng được mấy hôm liệt nút nguồn với rớt cái màn,,,,Negative,,,,,,,
"Cửa hàng giao hàng nhanh, chất lượng không phải bàn, đánh giá nhận xu nên không có hình ảnh sản phẩm, mọi người thông cảm.",,,,,,,,,Positive,Positive,
Phiên bản hệ điều hành đi kèm là bản mới nhất,,,,,,,,,,Neutral,
Chưa đánh giá được chất lượng camera sau khi mới nhận máy.,,Neutral,,,,,,,,,
"Hiệu năng chập chờn, không ổn định khi chuyển app. Pin sụt nhanh khi sử dụng mạng di động. Đóng gói không chắc chắn, sản phẩm bị va đập bên trong.",Negative,,Negative,,,Negative,,,,,
"Nhóm màu: Màu ngẫu nhiên sản phẩm: Hàng xuất sắc nhé mọi người,hàng đúng chính hãng ạ, ngoại hình mới đẹp, mình rất thích, và ưng ý về sản phẩm, cảm ơn cửa hàng nhé",,,,,Positive,,,,,,
Vk tưởng ip không. Cứ ủa ủa ip mà sao kỳ vậy 🤣🤣,,,,,,,,,,Neutral,
Sản phẩm này thực sự rất tốt. Tôi rất thích sử dụng nó. Hy vọng cửa hàng có nhiều ưu đãi hơn. Tôi muốn đánh giá cửa hàng 5 sao. Thật tuyệt vời,,,,,,,,,,Positive,
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Cảm ứng mượt mới sử dụng 1 buổi sáng cảm ứng tốt loa hơi nhỏ còn độ bền thì chưa biết",,,,,,,,,,Positive,
Điện thoại dùng rất ổn nhưng mỗi tội bị dính quản lí của cha mẹ nên không thể tải ứng dụng mong muốn,,,,,,,,,,Negative,
"Đợt này apple ráp máy ở đâu chất lượng có vẻ tệ, mở hộp ra thấy cấn 1 vết bên sườn, trong kho titan khá khó cấn. Cửa hàng thì xuất hoá đơn lâu, chat với hỗ trợ thì nhúng ai vào toàn văn mẫu, thời gian phản hồi lâu. Đã chọn xuất hoá đơn mặc định lúc đặt hàng rồi. Chờ mãi không thấy hđ mới vào ấn xuất tiếp, thì nhân viên vào check rồi bảo mới ghi nhận hôm nay? không chuyên nghiệp.",,,,,Negative,,,Negative,,,
"Chất lượng sản phẩm: Đóng gói đáp ứng tiêu chuẩn vận chuyển, bao gồm lớp bảo vệ bên trong.",,,,,,Neutral,,,Neutral,,
Khi nhận đã bị khui sẵn cửa hàng nói do kiểm tra trước nhưng thấy bất an không biết có phải hàng lỗi đổi trả không. Mọi người mua nếu không nguyên box đừng nhận,,,,,,,,Negative,,,
"Sản phẩm lỗi màn hình, có điểm chết. Hàng lỗi. Không. Màn hình bị điểm đen, không sử dụng được. Quá trình đổi trả hàng với chăm sóc khách hàng rất phức tạp và mất thời gian.",,,,Negative,,,,Negative,,,
"Điện thoại quá đẹp cửa hàng uy tín giao nhanh,đặt hôm trc qua ngày sau đã có.",,,,,Positive,,,,Positive,,
Giao diện phần mềm đơn giản và hoạt động ở mức ổn định.,,,,,,,,,,Neutral,
"Điện thoại Google Pixel 5 màn OLED 90HZ - Ram 8G, điện thoại ok",,,,Positive,,,,,,Positive,
"Tính năng nổi bật: Màu sắc 
Đúng với mô tả: Đẹp 
Chất lượng sản phẩm: Tốt
Sản phẩm không chày sước đẹp",,,,,Positive,,,,,,
"Máy mới tinh, cảm biến nhậy, tải dữ liều rất nhiều nhưng vẫn không lag ( video test sau khi tải dữ liệu ) dung lượng thật chỉ 128gb ram 8gg, cảm thấy hài lòng tháng sau có thể ghé mua thêm 1 con",,,,,,,,,,Positive,
Bán nhà mặt phố tại ê ê ê ế ẩm ê ê ế vậy mà tôi đau lắm ý cái điện thoại này e có bị mang tiếng là nó có tác dụng phụ của nó là cái gì đó là bình đẳng giới và,,,,,,,,,,,Neutral
"Hàng mua chính hãng, đủ phụ kiện kèm theo... Không có gì để nói... Quảng cáo sao nhận y vậy.. Rất tệ giao hàng đợt này quá lâu..",,,,,,,,,Negative,,
Máy mất nguồn sử dụng được 1 ngày. Em mong cửa hàng đọc được đổi lại máy cho em ạ. Máy lỗi nguồn lỗi cảm ứng ạ,,,,,,,,,,Negative,
"5 SAO RẤT HÀI LÒNG, cửa hàng UY TÍN ĐÓNG GÓI CẨN THẬN. 50 cặp đôi giàu có người Mông Cổ không chỉ có ngày Valentine đầy lãng mạn trên du thuyền Nautilus siêu sang ❤️",,,,,,Positive,,,,,
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Tốt
Gói hàng chắc chắn. Tư vấn nhiệt tình. Nên mua nhé mọi người",,,,,,Positive,,Positive,,,
"Lúc mua hơi đắn đo, giá hạt dẻ hơn khi mua cửa hàng. Nhân viên fpt gần mình giao đến, còn nguyên seal, kiểm tra tại chỗ xong hết nhân viên mới về. Về điện thoại thì phù hợp với người chỉ sử dụng ứng dụng cơ bản như mình thì tốt, không đòi hỏi gì thêm",,,,,,Positive,Positive,,Positive,Positive,
Màn hình có hiện tượng lưu ảnh. Thông số kích thước màn hình không đúng. Hiệu năng rất tệ lag cả khi vuốt màn hình. Đóng gói chỉ là hộp giấy mỏng. Giao hàng tới không đúng giờ đã hẹn,,,Negative,Negative,,Negative,,,Negative,,
"Chất lượng oke nhaaaa cửa hàng rất là dễ thương, hỏi gì trả lời liền luôn ạ.",,,,,,,,Positive,,,
"Phúc Đồng - Set Quà mang đậm giá trị cổ truyền dân tộc. Set quà Phúc Đồng 4 bánh với thiết kế hình trống đồng gợi mở tinh hoa văn hoá Việt kèm các vị bánh truyền thống. Với màu sắc đỏ, set quà rất Việt Nam phù hợp tặng đối tác, trưng bày gian thờ ấm cúng, gần gũi kéo gần mối quan hệ. Hãy để Hương Việt thay lời bạn muốn nói 🥰 #trungthu2025 #banhtrungthu #setbanhtrungthu #quatrungthu",,,,,,,,,,,Neutral
"Quá ok cho 1 chiếc điện thoại giá rẻ mà có pin trâu, sạc nhanh, chip khoẻ. Săn sale với giá 6m6 nên dùng oke phết.",Positive,,Positive,,,,Positive,,,,
"Giao hàng nhanh chóng, đóng gói cực chắc chắn và cẩn thận, đã dùng được tầm 1 tháng chưa có lỗi gì. *Video chỉ để nhận xu*",,,,,,Positive,,,Positive,,
"Màu điện thoại đẹp, nhưng điện thoại khá đơ, chậm, cảm ứng không nhạy, mọi người nên cân nhắc",,,Negative,,Positive,,,,,,
"Điện thoại đẹp, sự dụng ngon",,,,,Positive,,,,,Positive,
Kém. Máy bị đơ cứng. Chăm sóc khách hàng thờ ơ. Lag không làm được gì. Pin tệ. Chăm sóc khách hàng không có giải pháp,Negative,,Negative,,,,,Negative,,,
Phân loại sản phẩm: Vỏ cũ đẹp gh nhanh. Dúng san phẩm. Cam ung mượt. Chay tốt. Duoc tang cáp va củ sạc. De xem sử dụng tốt không roi danh giá tiếp,,,,,Positive,,,,Positive,,
"Màu sắc: Bạc 
Phân loại: Nguyên seal hàng nhận được, nguyên và đúng như miêu tả, mọi thứ mới tinh. Đang sử dụng thấy tốt. Không biết thời gian sau sẽ như thế nào. Cảm ơn cửa hàng. Shipper vui vẻ.",,,,,,Positive,,,Positive,Positive,
"Ưng ý với sản phẩm cảm ứng mượt, nhiều tính năng mới mẻ ai khá thông minh",,,Positive,,,,,,,,
"Thiếu tính năng quảng cáo, nhiều thứ bị disable. Khác với mô tả full tính năng. Tính năng e-sim/vòng đời sim không hoạt động. Hiệu năng bình thường nhưng pin và ship đều kém",Negative,,Neutral,,,,,,Negative,,
"Camera chụp đủ sáng cho chất lượng ảnh bình thường, không có gì nổi bật.",,Neutral,,,,,,,,,
"Tính năng nổi bật: Đung nhu mô tả 
Đúng với mô tả: Đúng như mô tả 
Chất lượng sản phẩm: Nhìn tốt sản phẩm chất lượng tốt, giá cả hợp lý, giao hàng nhanh, cửa hàng nhiệt tình, sẽ ủng hộ cửa hàng nhiều",,,,,,,Positive,Positive,Positive,,
Đã nhận được hàng. Như quảng cáo trên cửa hàng. Dùng được 1 ngày thấy ổn. Giao hàng nhanh.,,,,,,,,,Positive,,
Máy đẹp mỏng... Sử dụng cũng khá nhanh... Cửa hàng giao hàng nhanh và đóng gói cẩn thận...,,,,,Positive,Positive,,,Positive,,
"Phân loại sản phẩm: Máy kèm sạc 
Màu sắc: Màu xanh đen xài tốt",,,,,,,,,,Positive,
Không khác gì mua ngoài cửa hàng. Nên mua để có giá tốt nhất nha mọi người,,,,,,,Positive,,,,
"Chất lượng sản phẩm: Đẹp không một vết xước 
Đúng với mô tả: Đúng 
Tính năng nổi bật: Mạnh",,,,,Positive,,,,,,
"Lần đầu mua điện thoại trên đây thấy cũng sợ, nhưng bù lại được cái điện thoại đẹp",,,,,Positive,,,,,,
"Tệ mô tả thiếu trung thực tai nghe có tiếng rít, âm thanh kém,",,,,,,,,,,Negative,
Đúng mô tả hàng chính hãng Hình ảnh và video mang tính chất nhận xu,,,,,,,,,,Positive,
"Sản phẩm rẻ tiền! các bạn không nên mua. Cửa hàng trả lời nhiệt tình, tuy nhiên không test hàng trước khi giao cho khách, bạn nào có thời gian đổi trả tới lui thì cứ mua.",,,,,,,,Negative,,,
"Chất lượng sản phẩm: Còn sử dụng tốt 
Tính năng nổi bật: Ngoại hình đẹp 
Đúng với mô tả: Đúng mô tả điện thoại sử dụng chữa cháy tốt, ngoại hình khá mới, test chạy thấy cũng ổn",,,Positive,,Positive,,,,,,
"Tính năng nổi bật: Tiền ít 
Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Ngon nha máy mượt, đáp ứng đúng tiêu chí ngon bổ rẻ!",,,Positive,,,,Positive,,,,
"Màu sắc: Bạc 
Phân loại: Nguyên seal đang test, nguyên siêu.",,,,,,Positive,,,,,
"Gps báo sai vị trí, dẫn đường lạc. Khác với mô tả định vị chuẩn. Pin tụt khi bật 4g và gps, chăm sóc khách hàng trả lời chung chung",Negative,,,,,,,Negative,,,
"Điện thoại mới,rất đẹp nha mọi người. Mới sử dụng thì thấy mọi chức năng đều ổn. Đúng như quảng cáo,cửa hàng làm ăn rất có tâm nha. Mình đã đặt thêm cái nữa. Cảm ơn cửa hàng rất nhiều",,,,,Positive,,,,,,
Hiệu năng yếu không chơi game mượt pin sạc chậm mất 2h đầy đóng hàng thiếu túi chống sốc,Negative,,Negative,,,Negative,,,,,
"Sản phẩm rất tốt, so với giá thành có độ hoàn thiện cao, điện thoại 2,5 triệu mà hoàn thiện rất tốt, khâm phục người Trung Quốc, họ quá giỏi.",,,,,,,Positive,,,,
Bán hàng dỏm kém chất lượng. Mua về không sử dụng được gì luôn. Mẹ mày bán có tâm dj. Giao đồ cho người ta mà đồ đểu. Không bảo giờ mua nữa. Mọi người né nó ra. Đừng mua hàng của nó,,,,,,,,,,Negative,
"Hình ảnh mang tính chất lấy xu. Điện thoại samsung tốt giá rẻ, phù hợp giá tiền cho sinh viên. Mình xài â56 thấy rất ok, máy không nóng.",,,,,,,Positive,,,,
"Chụp ảnh bị nhiễu khá nhiều khi vào ban đêm, chụp ban ngày thì không được đẹp.",,Negative,,,,,,,,,
Nhóm màu: Màu xanh ngoại hình máy khá đẹp. Pin thì hơi cùi nha. Giao hàng nhanh,Negative,,,,Positive,,,,Positive,,
"Pin ảo, báo 50% nhưng sử dụng 5p là hết. Pin tụt nhanh. Hiệu năng giảm khi pin yếu. Pin không sử dụng được. Máy hay bị treo. Đóng gói không cẩn thận",Negative,,Negative,,,Negative,,,,,
"Máy dùng ổn, hiệu năng bình thường, không có hiện tượng quá nhiệt.",,,Neutral,,,,,,,,
Chất lượng sản phẩm: Camera selfie chụp tạm ổn. Màn hình hiển thị màu sắc bình thường.,,Positive,,Neutral,,,,,,,
"Máy mới, bóc seal ok, cửa hàng uy tín. Có cái giao hàng hơi lâu",,,,,,,,,Negative,,
Hàng dùng tốt shipper thân thiện giao nhanh ủng hộ cửa hàng dài dài,,,,,,,,,Positive,,
"Hàng chính hãng samsung, bảo hành đầy đủ theo SN Sản phẩm giao hàng rất nhanh Giá ưu đãi tốt Chất lượng sẽ test thêm",,,,,,,Positive,Positive,Positive,,
"Nhóm màu: Đen chất lượng camera tuyệt vời để ghi lại những khoảnh khắc, hai khe cắm sim cho tiện lợi,",,Positive,,,,,,,,,
"Sạc siêu nhanh, màn hình nịnh mắt hơn x6pro tí, lướt mượt. Giá săn sale cũng khá tốt. Àu xanh đẹp, mà mới ra nên không có chỗ bán ốp BV, cái có săn trơn khó dùng.",Positive,,,Positive,,,Positive,,,,
Lần đầu mua sản phẩm có giá trị lớn trên đây cũng lo với sợ. Nhưng khi nhận hàng thấy rất yên tâm. Máy mới bóc đập hộp chính hãng. Đáng tin cậy,,,,,,,,,,Positive,
Giá hợp lý nguyên seal ok !,,,,,,Positive,Positive,,,,
Dung lượng pin 3000mah,Neutral,,,,,,,,,,
