sentence,aspect,sentiment
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt
Giao hành nhanh, giá tốt chất lượng cao rcm mọi người nên trải nghiệm",Price,positive
Nhóm màu: Xanh đậm giá cả: Phải vừa túi tiền độ bền: Chua sài đã bị lỗi đúng là hàng trung quốc mọi người đừng nên mua nhé mắc công thêm bệnh tức,Price,positive
"Máy nhận nguyên vẹn, như thông tin được gắn nhãn",Packaging,neutral
"Giao hàng nhanh, sản phẩm đóng gói tốt, không bị vữo và mố. Méo gì cả",Packaging,positive
"Vỏ dễ trầy xước thiếu phụ kiện camera mờ. Rất không hài lòng, cửa hàng giao thiếu cáp sạc mà không chịu gửi bù",Shop_Service,negative
"Camera selfie chỉnh sửa tự động xấu xí, hiệu năng chậm khởi chạy app. Giao hàng kéo dài 12 ngày, chăm sóc khách hàng bác bỏ yêu cầu bảo hành.",Camera,negative
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng, sản phẩm không như mô tả, sản phẩm chất lượng kém dien thoại không có song",General,negative
"Máy 90 mà màn hỏng, kẻ sọc như trông video. Nhắn tin cho cửa hàng hỏi thì cửa hàng hỏi có sử dụng ổn không :))",Shop_Service,negative
"Kém cỏi không giống pin tụt vèo vèo chỉ sau 2 giờ sử dụng, camera mờ tịt như sương mù, đóng gói thì lỏng lẻo dẫn đến xước xát",Packaging,negative
Cửa hàng uu tín. Sản phẩm chính hãng,General,positive
"Đúng theo công bố về độ phân giải màn hình, camera sau chưa kiểm tra kỹ.",Display,neutral
"Tính năng nổi bật: Tốt 
Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt
Trải nghiệm gần 1 tháng quay lại đánh giá, máy ổn màn hình đẹp ngoại hình tầm cỡ 93% vài vết xước dăm không đáng kể. Nghe nhạc chơi game mượt pin hơi hẹo on screen tầm 3-4h còn lại tốt!",General,positive
Hiệu năng giật khi scroll web pin chỉ trụ 4h xem phim chăm sóc khách hàng thái độ cáu kỉnh,Battery,negative
"Đúng với mô tả: Canary star5 
Chất lượng sản phẩm: Tốt",General,positive
"Nhóm màu: Tai nghe.. 
Dung lượng lưu trữ: 8gb đạt tiêu chuẩn đó, tăng cửa hàng 5 sao",General,positive
Đơn vị vận chuyển thông báo sẽ giao hàng trong 3 ngày.,Shipping,neutral
"Nếu muốn tiết kiệm thì nên mua 97, màn rất mới không ám khong xước, uy tín hơn cửa hàng 2T nào đó hỏi lịch sự thì kêu đi chỗ khác mua:) Chủ cửa hàng gọi chốt tư vấn nhiệt tình, máy về chất lượng, Chú Ý điện thoại LG thì mau nóng với pin cũng vừa. Rất là bản Hàn luôn.",Shop_Service,positive
"Tuyệt vời máy 95 mà tưởng 97 😆 cửa hàng hỗ trợ tích cực theo rõi đơn hàng y như người mua 😆 cảm ơn cửa hàng nhiều, chúc cửa hàng bán cháy hàng.",Shop_Service,positive
"Rất thất vọng. Mô tả pin trâu là xạo. Hiệu năng kém. Pin tụt nhanh vcl. Máy lag, đơ. Ship ngoài dự kiến. Camera chụp ngược sáng tệ",Performance,negative
"Điện thoại newseal bảo hành hãng quá êm, pin trâu màn to hệ điều hành mượt cam khá trong phân khúc cùng tầm giá bền bỉ kháng nc quá tuyệt vời",Battery,positive
"Nói chung mới sử dụng nên không biết về sau ổn không trước mắt thì là ổn, nhưng bị cái giao hàng hơi lâu, lần đầu mua điện thoại với số tiền lớn nên cũng hơi lo nên hơi rén mà thêm cái chờ nữa, nói chung là ổn, trừ 2 sao vì giao lâu",General,positive
Giao hàng hơi lâu do là hàng đặt trước. Full seal. Hàng chuẩn. Ổn trong tầm giá...,Price,positive
"Dung lượng lưu trữ: 8+128 giáo hàng nhanh, chất lượng tốt. Sản phẩm đúng mô tả. Tốtddd.",Shipping,positive
"Shipper quen và thân thiện,cửa hàng đóng gói cẩn thận,giao hàng nhanh,nên mua ủng hộ cửa hàng😊 máy hơi liệt nhưng đối với giá tiền thì được",Price,positive
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb chất lượng camera ấn tượng!, chất lượng camera ấn tượng!, lựa chọn màu sắc tuyệt vời!, lựa chọn màu sắc tuyệt vời!, sử dụng vật liệu chất lượng cao., sử dụng vật liệu chất lượng cao., các tính năng đột phá, yêu cổng usb-c!, các tính năng đột phá, yêu cổng usb-c!, sử dụng vật liệu chất lượng cao., sử dụng vật liệu chất lượng cao., lựa chọn màu sắc tuyệt vời!,",Design,positive
"Nhóm màu: Desert 
Dung lượng lưu trữ: 256gb giá cả quá tuyệt vời không có gì bàn cãi",Price,positive
"Sản phẩm săn sale giá ổn, đã sử dụng gần 2 tuần không có vấn đề gì cả, giao hàng tầm 1 tuần mong cửa hàng nhanh gửi cho mình hoá đơn điện tử",Shipping,negative
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt sản phẩm nhìn đẹp, cứng cáp. Giao nhanh. Tuy nhiên cảm giác với ram ảo có khi bị lag nhẹ nhưng nhanh đi vào ổn định.",Performance,positive
"Giao hàng ùn tắc cao điểm, camera không có chống rung. Chăm sóc khách hàng xử lý ì ạch, pin yếu đi khi tải phần mềm.",Shipping,negative
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Tuyệt vời,đã nhận sản phẩm của cửa hàng gửi. Đúng chuẩn máy đã đặt hàng, máy mới chính hãng, cửa hàng uy tín, sản phẩm đẹp hợp thoi trang, giá cả bình dân. Đã sử dụng 1 thời gian thấy rất ổn định. Cửa hàng tư vấn nhiệt tình, có tặng rất nhiều voucher hậu mãi. Tháng sau sẽ ủng hộ cửa hàng thêm con máy nữa. Tặng cửa hàng 5 sao.",Shop_Service,positive
"Đã nhận được điện thoại, cửa hàng giao nhanh, giá rẻ, màu sắc đẹp. Đang cập nhật phần mềm. Hy vọng sử dụng tốt. Ủng hộ cửa hàng",Shipping,positive
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Hiệu năng mượt mà, giao diện dễ sử dụng, màn hình tuyệt đẹp, màu sắc sống động và rực rỡ, giá trị tuyệt vời cho số tiền, tặng cửa hàng 5 sao nhé.",Display,positive
"Hiệu năng đơ khi chuyển app, chăm sóc khách hàng vòng quanh. Camera chân dung cắt xén, pin giảm 22% nghỉ ngơi.",Performance,negative
"Thấy ngta mua bị dính bụi cam nghĩ xui lắm mới dính mà không ngờ mình cũng bị, chứng tỏ tỉ lệ lỗi cao, chán apple",Camera,negative
"Chất lượng sản phẩm: Không tốt lắm máy hay bị tự động cập nhật phần mềm, dù tôi đã tắt tính năng tự cập nhật",General,negative
Đã nhận được hàng đúng loại đã đặt giao hàng nhanh chất lượng cũng được hàng,Shipping,positive
"Con điện thoại pin trâu, nhìn bên ngoài khá đẹp, hệ điều hành mượt (ưu điểm từ xưa của huawei và honor). Tiếc mỗi cái chụp ảnh ẹ, quay video tạm ổn. Cho mẹ sử dụng nên thấy tốt",Battery,positive
"Vận chuyển nhanh chóng, microphone ghi âm rõ ràng, hộp sạc tiện lợi cho việc chụp ảnh ngoài trời và pin có tuổi thọ dài.",Battery,positive
"Nhóm màu: White 
Dung lượng lưu trữ: 256gb nhận được hàng đúng hẹn, năm nay lazada làm việc quá chất. Canh mãi mua được mỗi con màu trắng, màu vàng không mua được",Design,positive
"Máy ok, check số lần sạc tầm 90 lần.",General,positive
"Màu sắc: Bạc 
Phân loại: Nguyên seal cửa hàng đóng gói cẩn thận, giao hàng khá là nhanh. Shipper thái độ thân thiện, hàng hoá vẫn ở tình trạng tốt. Chất lượng sản phẩm tuyệt vời, săn được sale rẻ. Nhờ có lazada nên mình được trải nghiệm và thấy hài lòng. Sẽ ủng hộ thêm cho cửa hàng vào các đợt sale sau của lazada ! chúc cửa hàng phát triển nhé, uy tín 5 * 👍",Packaging,positive
Máy quá đẹp luôn không còn gì để nói ạ. Chất lượng giống như mới. Săn sale được giá hời có 2tr3 thôi. Hihi,Price,positive
"Vỏ nứt không đúng ảnh camera mờ, pin tụt nhanh sản phẩm tệ quá mà phải đợi tới 2 tuần mới nhận được hàng. Gọi bên hỗ trợ thì cứ bảo chờ mà chờ mãi không thấy phản hồi gì hết",Battery,negative
Shipping cao phí chậm camera selfie dài mặt đóng hàng thiếu cáp sạc,Shipping,negative
Chất lượng sản phẩm phần cứng yếu cảm giác rẻ tiền. Đúng với mô tả 1 vài thông số đúng nhưng trải nghiệm khác. Tính năng nổi bật hiệu năng đồ họa rất kém. Review chơi game lag fps rớt liên tục. Camera ban đêm tệ nhiều noise. Giao hàng trễ 5 ngày tracking không cập nhật. Đổi trả rườm rà mất thời gian,Shop_Service,negative
"Pin tụt quá nhanh. Mô tả về hiệu năng lừa đảo. Máy nóng ran. Pin chỉ sử dụng 3 tiếng là hết. Hiệu năng tệ, giật liên tục. Đóng hàng cẩu thả không chống sốc. Chăm sóc khách hàng không phản hồi",Packaging,negative
"Chất lượng sản phẩm: Nhanh hết pin quá, sử dụng vẫn tốt",Battery,negative
Điện thoại sử dụng khá ổn. Đến giờ là hơn 1 tháng rồi phụ huynh sử dụng không thấy lỗi lầm gì. Mình gần hết ngày đánh giá mới quay lại đánh giá. Nói chung là ổn rất đáng mua,General,positive
"Sản phẩm: Sản phẩm chất lượng kém, sản phẩm không như mô tả, hàng lỗi hoặc bị hư hỏng, sản phẩm giả mạo hàng chơi game cũng được pin thì yếu gọi điện trả hàng thì không bắt máy nói chung là không nên mua để không mất tiền",General,negative
"Máy tốt, pin trâu, hệ điều hành mượt, hơi nhiều ứng dụng của hãng không xóa được và máy này không mở ứng dụng dưới dạng cửa sổ mini được, chỉ có chia đôi màn hình",General,positive
"Chất lượng sản phẩm: Tốt
Lưới mạng xã hội tốt. Còn game độ phân giải thấp thì tốt độ phân giải cao như liên quân thì không được nhé.",General,positive
"Sản phẩm rất tốt, đáng đồng tiền bát gạo! Chất lượng: Hàng giống mô tả, đúng hình ảnh, chất lượng tuyệt vời. Giao hàng: Đóng gói cẩn thận, giao nhanh hơn dự kiến. Dịch vụ: Cửa hàng tư vấn nhiệt tình, hỗ trợ chu đáo. Cảm ơn cửa hàng, lần sau mình sẽ tiếp tục ủng hộ! Hình ảnh và video mang tính chất nhận xu.",Shop_Service,positive
Hàng giao rất nhanh đúng với màu có đầy đủ như củ sạc dây sạc ốp lưng cho một cái điện thoại cửa hàng làm ăn rất uy tín tạm thời thì chưa sử dụng máy để sử dụng trong vòng mấy năm xem điện thoại như thế nào,Shipping,positive
"Màu sắc: Đen 
Phân loại: Nguyên seal tính năng: Rẻ trong tầm giá chất lượng: Ổn định cửa hàng giao nhanh +nhiệt tình tư vấn",Price,positive
"Đóng gói thiếu tem niêm phong. Hàng đã bị mở. Không nguyên vẹn. Hộp hàng không có tem niêm phong, không an tâm. Pin sạc rất lâu",Battery,negative
"Đúng với mô tả: Chuẩn 
Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt
Hàng nhận đẹp đúng như mô tả, đóng gói cẩn thận. Giao hàng nhanh",Design,positive
"Nhóm màu: Vàng 
Dung lượng lưu trữ: 16gb xuất sắc lắm ạ, điện thoại sử dụng ổn định ❤️",General,positive
Màn hình hiển thị đầy đủ thông tin.,Display,neutral
"Máy sử dụng tốt tất cả chức năng, rất hài lòng. Máy rẻ mà rất tốt. Cửa hàng bán hàng rất có tâm !",General,positive
"Hình ảnh nhận xu,máy dùng ngon vãi l anh em ạ. Lần đầu mua ol giá trị cao mà ưng luôn. Rẻ hơn ngoài quán cả triệu anh em nên mua nhé",Price,positive
Sản phẩm tốt chất lượng cửa hàng giao đúng hẹn nhanh chăm sóc tốt,Shop_Service,positive
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Màn hình cong đẹp 
Đúng với mô tả: Đúng theo mô tả màn hình đẹp. Chất âm tốt. Mỏng nhẹ đẹp.",Design,positive
Sản phẩm tuyệt vời 👍Sản phẩm tuyệt vời 👍Mình hài lòng về nó lắm. Sẽ mua lại nếu có nhu cầu trong tương lai.,General,positive
"Phân loại sản phẩm: Điện thoại a31 máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng. Máy không quá mắc tiền nhưng chất lượng nhận được thì tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng. Máy không quá mắc tiền nhưng chất lượng nhận được thì tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng.",Price,positive
"Khuyên nên mua con máy khác, đặt hộ nên thấy phản ánh là máy không sử dụng được 4g cấu hình này thì với giá này mua thì mua không mua thì thui, máy có 8gb",General,negative
"Đóng gói kém chuyên nghiệp, hộp không có tem niêm phong, không có bọc chống sốc. Ship bị giao nhầm sang địa chỉ khác. Hiệu năng rất yếu, mở app rất chậm.",General,negative
"Giao nhanh, tư vấn nhiệt tình, shipper thân thiện, sản phẩm tốt. Cửa hàng uy tín nha mọi người, mọi người có ý định mua thì nên mua cửa hàng này nha rất uy tín ạ 5 sao cho cửa hàng ạ",Shop_Service,positive
"Màu sắc: Xanh dương 
Phân loại: Likenew 99% máy thật sự rất mới, hầu như không có vết xước nào, âm thanh rất tốt loa trong",Design,positive
"Mua 97% nhưng mà ngoại hình ngon, cửa hàng nhiệt tình, ăn cưới vẫn không quên khách hàng, ảnh vid được quay từ cam v50",Shop_Service,positive
Color family: Blue storage capacity: 128gb quá tốt chỉ muốn mua đi mua lại nhiều lần thoi. Giao hàng nhanh chóng lắm lắm luôn. Sản phầm rẻ hơn ngoài hàng rất đáng để thử luôn,Price,positive
Chăm sóc khách hàng im lặng sau khiếu nại hiệu năng yếu app nặng đóng hàng sử dụng túi rẻ,Packaging,negative
Chất lượng sản phẩm: Sử dụng ổn khuyến khích mọi người nên mua,General,positive
"Pin bình thường, hiệu năng cũng bình thường nốt",Performance,neutral
"Màn hình lớn, phù hợp với đa phương tiện., camera kép chụp ảnh tuyệt đẹp., camera kép chụp ảnh tuyệt đẹp., màn hình lớn, phù hợp với đa phương tiện., độ phân giải hd cho hình ảnh sắc nét., hiệu năng nhanh và mượt mà., thiết kế mỏng nhẹ, rất đẹp!, giá trị tuyệt vời cho giá tiền., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., giá trị tuyệt vời cho giá tiền., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., thiết kế bền chắc, sử dụng lâu dài.,",Price,positive
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt
Tính năng nổi bật: Điện thoại dùng mượt. Săn giá hơi cao nha, test máy oke mượt nhưng mà giao sai màu rồi nha cửa hàng",General,positive
Chất lượng sản phẩm: Hệ thống camera hoạt động phù hợp với môi trường ánh sáng trung tính.,Camera,neutral
Cửa hàng đóng hàng nhanh sản phẩm đúng như mô tả. Nhân viên giao hàng thân thiện nhiệt tình,Packaging,positive
"Mua hàng ở samcenter thì quá yên tâm về chất lượng. Giao hàng nhanh, đóng gói cẩn thận",Shipping,positive
"Màu sắc: Xanh dương 
Phân loại: Likenew 99% tốt tính năng: Được tốt chất lượng: Thấy trước mắt thì tốt. Lần sau mua thêm...",General,positive
"Thiếu phụ kiện, quên củ sạc trong hộp. Khác với mô tả đầy đủ bộ. Tính năng sạc không tương thích. Pin hao sau vài lần sạc, đóng gói lỏng lẻo",Battery,negative
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Máy thiết kế đẹp, ổn trong tầm giá rất chất lượng, máy vừa rẻ vừa đẹp, chụp hình rõ nét, sử dụng rất là tốt luôn. Giao hàng siêu siêu nhanh, đặt hôm nay mai có sử dụng liền luôn triệu like cho cửa hàng 👍",Shipping,positive
"Dở tệ không khớp kém chăm sóc kh thô lỗ. Hiệu năng nóng ran.,",Shop_Service,negative
"Đóng gói cẩn thận, check date hàng mới sản xuất tháng 6.2025, giao hàng nguyên tem mác, khởi động lần đầu xong máy treo như ảnh trên đến lúc hết pin sập nguồn rồi khởi động lại mới sử dụng được, không biết có p lỗi phần cứng không nữa, mong là từ h sử dụng không bị lỗi",Performance,negative
"Khả năng lưu trữ: 32gb 
Nhóm màu: Nhiều màu máy tốt theo tầm giá. Vậy là hợp lý rồi. Cửa hàng nhiệt tình. Tặng cửa hàng 5 sao. Nhân viên giao hàng cực kỳ dễ thương.",Shop_Service,positive
Tệ sai lệch yếu đóng gói sơ sài. Chăm sóc khách hàng khó tiếp cận.,Shop_Service,negative
"Cửa hàng đóng gói ổn, giao đúng màu. Máy nắp chặt quá khá khó mở nhưng nói chung là sử dụng ổn trong tầm giá",Packaging,positive
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng 
Tính năng nổi bật: Nghe gọi giao hàng nhanh. Cửa hàng hỗ trợ nhiệt tình. Giá quá ổn áp. Mua cho bố mẹ già sử dụng nên không đòi hỏi cao. Với giá hơn 1tr mà máy mới đẹp như vậy thì quá tuyệt.",Price,positive
"Màn hình dễ vỡ không như trong video camera sau mờ. Đặt màu đen nhưng cửa hàng gửi màu trắng, liên hệ thì không hỗ trợ đổi",Shop_Service,negative
Em cảm ơn cửa hàng nhiều a điện thoại đẹp ạ 😍,Design,positive
Thời gian giao hàng bị kéo dài. Bên vận chuyển báo sai thông tin. Hỗ trợ chăm sóc khách hàng quá tệ. Giao hàng mất 10 ngày chứ không phải 3-5 ngày như cam kết. Chăm sóc khách hàng còn không biết hàng đang ở đâu,Shipping,negative
Nhóm màu: Vàng màn hình rõ nét và sống động.,Display,positive
"Quá yếu, không mượt mà. Máy bị lag liên tục. Chăm sóc khách hàng thái độ hời hợt. Lag giật không làm được việc gì. Pin tệ. Chăm sóc khách hàng không hỗ trợ gì thêm",Performance,negative
Màu máy: Màu đen sản phẩm: Samsung a50s 4/64gb máy tốt lắm cửa hàng nhận máy về sài 10ngày nay đánh giá cho cửa hàng nè. Máy mới chuẩn chính hãng sử dụng rất êm. Xem fim nghe nhạc chuẩn. Nói chung ổn giá cũng tốt. Cửa hàng có sạc cáp ốp lưng tốt nha sẽ ủng hộ cửa hàng nè. Tặng cửa hàng 5 sao,Performance,positive
Hiệu năng giật khi dùng note pin hao pin khi sạc chăm sóc khách hàng paste câu,Shop_Service,negative
Color: Đen-2xl với giá 35k là như này tiền nào của nấy bận đi vườn hay làm vườn tốt,Others,neutral
"Cửa hàng tư vấn nhiệt tình,đóng gói cẩn thận, giao hàng nhanh, giá cả thấy rẻ hơn cửa hàng khác, mình đã mua của cửa hàng 2 cái rồi.",Price,positive
"Nhóm màu: White 
Dung lượng lưu trữ: 256gb nhận được hàng đúng hẹn, năm nay lazada làm việc quá chất. Canh mãi mua được mỗi con màu trắng, màu vàng không mua được",Shipping,positive
"Tính năng nổi bật: Máy đóng góp kĩ sản phẩm đúng mô tả nha mọi người. Cửa hàng rất nhiệt tình, uy tính ạ. Mình mua được 17xx.",Packaging,positive
"Máy lag. Không đúng quảng cáo. Pin yếu. Hiệu năng không ổn định, hay treo. Pin tuột không phanh. Đóng hàng không có tem bảo hành. Ship chậm. Chăm sóc khách hàng trả lời hời hợt",Performance,negative
"Điện thoại chất lượng tốt trong tầm giá, cửa hàng chu đáo 👌",Price,positive
Hàng rất ok giao hàng rất nhanh chúc cửa hàng làm ăn phát đạt fullbox cấu hình vô đối trong tầm giá chính hãng máy nhẹ xài pin cực kỳ trâu,Shipping,positive
Hàng chất lượng giá rẻ nên mua nhe,Price,positive
"Kém mô tả phi thực tế khả năng chống nước không có, hỏng do mưa,",Design,negative
"Máy và trải nghiệm khá tốt nhưng máy đã thay màn nên cảm ứng khá chậm với màn bị bầm nhẹ, chiến game vẫn khá ngon với cửa hàng hỗ trợ nhiệt tình nên cho 4sao",Shop_Service,positive
Màu sắc: Xanh băng dung lượng: 4gb/64gb điện thoại moi ðep. Thich hop cho giai tri. Giao đung hang. Moi xai không biet co ben kg. Moi xai co 1 ngay thay tốt. Mọi người nen mua,Shipping,positive
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Như trong mô tả 
Chất lượng sản phẩm: Tốt
Máy và màn hình zin tốt, có kèm theo cả dây sạc và củ sạc. Dịch vụ người bán tốt. Máy khá rẻ phù hợp với người có thu nhập trung bình-thấp. Máy này là bản nhật, không phải quốc tế.",Display,positive
"Máy lướt mượt, pin trâu, loa nghe to rõ, nói chung là tốt la lắm, để sử dụng xem 1 thời gian nữa xem sao hihi",Battery,positive
"Lần đầu mua của cửa hàng và cũng sẽ là lần cuối cùng. Các bạn khi mua hàng của cửa hàng nên kiểm tra kỹ các cạnh rồi hãng mở máy lên nhé. Khi mở máy lên rồi sẽ không được trả vì lý do máy đã kích hoạt. Mình khi khui hộp và khui seal do không biết chính sách này nên đã mở điện thoại lên luôn trước cam để xem máy có lên hay không. Sau đó mình chuaanr bị để dán màn hình mới phát hiện ở trên đầu có vết màu trắng. Khi soi kỹ vào tưởng bụi nhưng thử sử dụng giấy lau chuyên dụng mới phát hiện là lớp keo. Máy mớ nhưng vừa cos bụi vừa có keo? hàng mình nhận từ ngày 10 nhưng khi kiếm tra bảo hành thì phát hiện đã kích hoạt từ ngày 9? khi mình mua thấy cửa hàng v, d cũng bằng tiền bên này. Nghĩ rằng bên này flagship sẽ uy tín hơn nhưng không hề nha các bạn. Các bạn nên cân nhắc kỹ để chọn cửa hàng khác.",Display,negative
"Nhóm màu: Pink 
Dung lượng lưu trữ: 256gb thiết kế mượt mà, rất ưng!, sử dụng vật liệu chất lượng cao., lựa chọn màu sắc tuyệt vời!,",Design,positive
"Bèo sai bét hiệu năng chậm, chăm sóc ơ hồ",Performance,negative
"Tính năng nổi bật: Bình thường 
Đúng với mô tả: Bình thường 
Chất lượng sản phẩm: Máy đã bị kích hoạt bảo hành trước 1 tháng,hỏi mấy ông cùng đặt cũng kích hoạt cùng thời gian pin máy yếu kinh,yếu hơn cả mấy con pin 4,5k mah được mỗi phần sạc nhanh nếu chỉnh sang chế độ sạc nhanh của nó thì cũng gần ngang 50p hơn máy cũng không có quá nhiều điểm đặc biệt hơn nữa",Battery,negative
Cửa hàng bị tiếng hàng dựng nhiều. Nhưng mình mua 2 máy bên cửa hàng đều thấy ngon. Hàng đẹp 99% không vết xước. Máy rẻ mà mượt mà ok,Performance,positive
Giao hàng khá nhanh. Chất lượng tốt new 100% pin quá trâu bò :)) màn hình nét mượt nói chung là quá ok trong tầm giá,Battery,positive
"Thiết bị nóng khi sạc và sử dụng mạng, hiệu năng bị giảm. Khác với mô tả tản nhiệt tốt. Tính năng làm mát không hiệu quả. Đóng gói sơ sài, giao hàng thất thường",Packaging,negative
Có những tính năng nào mới được cập nhật trong phiên bản phần mềm lần này?,General,neutral
Thủ tục bảo hành được thực hiện đúng theo quy trình của hãng.,Shop_Service,neutral
"Máy ngoại hình tốt, màn zin, tính năng đầy đủ, ship hàng cực nhanh",Design,positive
"Dung lượng lưu trữ: Bản 32g máy sử dụng dược,hơi hao pin,máy nóng mở nhạc",Battery,negative
"Color family: Random color sản phẩm: Nhận được hàng rồi,mình rất ứng ý luôn, sản phẩm quá tốt trong tầm giá,máy có rất nhiều chức năng,màn hình đẹp,và tươi,.5 sao cho sản phẩm này",Price,positive
Điện thoại tui bị đơ quá nhắn tin đổi hàng cửa hàng không trả lời luôn,Performance,negative
Đã nhận được hàng. Đúng mô tả. Sản phẩm mới chưa được kích bảo hành điện tử luôn,Shop_Service,negative
"Dung lượng lưu trữ: Samsung galaxy m21 
Nhóm màu: Xanh dương đang thử nghiệm sản phẩm, chưa biết như thế nào sử dụng một thời gian rồi đánh giá sau...",General,neutral
"Điện thoại thiết kế màn cong, cầm trên tay cho cảm giác rất mỏng nhẹ chắc chắn. Chưa dùng nhiều nên chưa trải nghiệm hết hiệu năng của máy. Săn sale được giá rẻ, cứ cho 5⭐ trước đã 😊",Performance,neutral
"Gửi sai hàng sai hoàn toàn không có. Cửa hàng gửi nhầm cho mình máy khác, lúc gửi lại thì hộp móp méo, seal rách. Làm ăn cẩu thả.",Packaging,negative
"Hiệu năng khựng khi lướt trang, dịch vụ khách hàng cam kết sửa chữa nhưng thất hứa. Camera xóa phông méo mó khuôn mặt, pin giảm 15% khi nghỉ.",Performance,negative
"Giao hỏa tốc nên nhận được trong ngày điện thoại được đóng gói rất cẩn thận. Điện thoại đúng với quảng cáo, còn nguyên seal và active không quá xa ngày nhận",Shipping,positive
"Chất lượng sản phẩm: Bình thường 
Tính năng nổi bật: Bình thường 
Đúng với mô tả: Đúng giao hàng mà cục hàng nó nát bét, nhân viên tư vấn thiếu chuyên nghiệp khi khách hối giao hàng mà nói giọng thấy ghét. Máy thì hiện tại chưa thấy lỗi, mà quy trình từ tư vấn đến giao hàng và sau giao hàng đều thấy ghét, 1 sao",Shop_Service,negative
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt",General,positive
"Màu sắc: Đen 
Phân loại: Nguyên seal sản phẩm đóng lại seal, thiếu ốp lưng và que chọc sim đi kèm máy, màn hình bên trong có vết xước trên miếng dán dẻo, máy đã active sẵn.",Packaging,negative
Cửa hàng giao hàng đóng gói cẩn thận. Sản phẩm quá ok để chiến game chơi lâu cũng không bị quá nóng sạc cũng rất nhanh nói chung trong tầm giá 4tr thì con này quá ổn áp,Packaging,positive
"Máy y như mới, keng không một vết xước. Nhìn kỹ thì viền màn có dấu keo, để lâu trong túi quần thỉnh thoảng có vầng vàng",Design,positive
"Chăm sóc khách hàng thái độ khó chịu, nói chuyện cộc lốc. Pin tụt rất nhanh khi sử dụng data di động. Camera chụp đêm mờ, không lên chi tiết.",Shop_Service,negative
"-hàng đúng mô tả, giao nhanh, gói hàng kỹ, cửa hàng tư vấn nhiệt tình. Vote 5 sao cho cửa hàng - sản phẩm thì đúng mô tả, mới nhưng lag v~ luôn, camera xấu cực kỳ. Mua cho phụ huynh chỉ xem tiktok youtuve thôi mà chê quá trời. Mặc dù mua 5g nhưng cũng không có gì khác. Tiếc tiền ghê 😅😅",Shop_Service,positive
Mượt mà cực kì luôn nha. Pin trâu sạc nhanh. Okok. Mỗi tội loa trong tiếng nhỏ. Tốt chúc cửa hàng sức khỏe và thành công. Thanhk,Battery,positive
"Điện thoại màu đẹp, săn sale giá rẻ, cửa hàng uy tín, giao hàng nhanh, đóng gói cẩn thận",Price,positive
Chưa có nhu cầu bảo hành nên chưa đánh giá. Thời gian sạc đầy pin khoảng 2 giờ.,Shop_Service,neutral
"S25 ultra hiệu năng tốt, chụp hình cực kì rõ. Máy làm mát nhanh",Performance,positive
"Màu sắc: Màu ngẫu nhiên sản phẩm: Mình rất vừa ý,máy đẹp,cầm chắc tay và cứng cáp,giá cả bình dân, kiểu dáng đẹp. Cửa hàng uy tín giao hàng đúng hẹn,rất nhanh nhẹn,phục vụ tốt. Chất lượng máy rất tốt, đã test và sử dụng chưa thấy lỗi gì phát sinh. Rất yên tâm về sản phẩm của cửa hàng",Performance,positive
Thông tin về quy trình bảo hành đã được ghi rõ trong tờ hướng dẫn sử dụng.,Shop_Service,neutral
"Săn flash sale nên giá rẻ hơn ngoài store, giao hàng nhanh. Cấu hình tầm trung đủ sử dụng tác vụ cơ bản hàng ngày. Phù hợp làm điện thoại phụ hoặc phù hợp với phụ huynh không yêu cầu cao về cấu hình",Shipping,positive
"Nhóm màu: Xanh 
Phân loại sản phẩm: Dây cáp ⚡ 
Hiệu suất: Tốt 📸 
Chất lượng camera: Tuyệt vời 🔋 
Thời lượng pin: Tốt ### hài lòng",Performance,positive
"Thấy xinh, thấy đẹp thật đấy. Hi vọng xài bền",Design,positive
