data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"sản phẩm tốt chính hãng Việt Nam kích hoạt bảo hành khi mới mua máy imei khớp với máy màu chuẩn, đóng gói tốt chống sốc cẩn thận giao khá nhanh, tiếc cái là cửa hàng không tặng kèm củ sạc. mình sử dụng samsung quen rồi nên h lên đời s25.",,,,,Positive,Positive,,Positive,Positive,Positive,
"dễ hỏng lừa đảo đơ máy liên tục,",,,,,,,,,,Negative,
"máy lòn sử dụng được 3,4 tuần bắt đầu hết pin nhanh,bản chất pin đểu,chi 2,300 máy này ít nhất cũng phải pin zin tí,đây rõ pin lỏ",Negative,,,,,,,,,,
Mầu: tím lilac bộ nhớ: 128gb-8gb chất lượng: tốt giao hàng nhanh đóng gói cẩn thận nguyên sealz không có ốp lưng và củ sạc chỉ có dây sạc nên đánh 4*,,,,,,Positive,,,Positive,,
Đóng gói không có giấy tờ mua hàng bên trong. Tệ,,,,,,Negative,,,,,
Mua 3 máy để test game. Sau khi chơi mới biết máy hỗ trợ cấu hình ff ở mức trung bình tạm chấp nhận,,,Positive,,,,,,,,
"Nhận được hàng rất ok, đẹp, mua cho người lớn xài như thế này là quá ok",,,,,Positive,,,,,Positive,
"Nhóm màu: tai nghe.. 
Dung lượng lưu trữ: 8gb điện thoại chụp hình nét, chiến game mượt, hài lòng lắm, đánh giá đủ sao cho cửa hàng⭐️⭐️⭐️⭐️⭐️, 
sẽ quay lại ủng hộ nếu mua thêm em nửa, chúc cửa hàng bán hàng đông khách.điện thoại sử dụng ngon lắm cơ, rất hài lòng với cửa hàng🌟🌟🌟",,Positive,,,,,,,,,
"Mình thích cam con này vì chụp cảnh hoàng hôn quá đẹp, ánh sáng và màu trời lên chuẩn chỉnh.",,Positive,,,,,,,,,
"Giá tiền hơi chát so với phân khúc, mình không hài lòng với cái giá phải trả.",,,,,,,Negative,,,,
"điện thoại đúng quảng cáo, tình trạng tốt. máy nhà mạng verizon khi set up tải nhiều game. hình như còn cập nhật được security và patch nhỏ của android 13. máy có một số tiện ích của verizon có thể thử xem. đặc điểm máy có loa mono, đủ sử dụng. màn hình lcd, hơi nhạt so với oled, camera bình thường, không có ois. pin còn tốt nhưng đã suy giảm, sử dụng heavy duty có thể không hết cả ngày. sạc turbo charge nhanh nhưng phải có đúng dây và charger. máy khá toàn diện. tải nhiều sử dụng wifi và multi task thấy nóng. sử dụng thêm để xem có lỗi...",Negative,Neutral,,Neutral,,,,,,,
Giá cả phải chăng Nguyên seal Chất lượng tốt Bảo hành chính hãng Giao hàng nhanh,,,,,,Positive,Positive,Positive,Positive,,
"Chăm sóc khách hàng tệ, gọi không bắt máy, nhắn tin không trả lời. Pin tụt nhanh khi sử dụng liên tục, chỉ được 3 tiếng. Camera quay video rung lắc quá mức dù bật chống rung.",Negative,Negative,,,,,,Negative,,,
Bán hàng dỏm kém chất lượng. Mua về không sử dụng được gì luôn. Mẹ mày bán có tâm dj. Giao đồ cho người ta mà đồ đểu. Không bảo giờ mua nữa. Mọi người né nó ra. Đừng mua hàng của nó,,,,,,,,,,Negative,
Đúng với mô tả: Sản phẩm đi kèm phụ kiện trong hộp. Nhân viên tư vấn thông số kỹ thuật.,,,,,,,,Neutral,,,
giao hàng nhanh điện thoại ban dau dung kha la muot tuy phan khuc thap,,,Positive,,,,Positive,,Positive,,
cửa hàng tư vấn nhiệt tình. Hàng đẹp.giao hàng nhanh,,,,,Positive,,,Positive,Positive,,
Đặt sử dụng thử cho biết ip,,,,,,,,,,Neutral,
"sản phẩm tệ + chăm sóc khách hàng tệ vô cùng. ai đời lần đầu thấy quả cửa hàng chặn cả khách hàng 😭 khi nhận máy sạc đầy 100% để qua đêm, sáng hôm sau sụt hết sạch pin!!! mình có nhắn tin báo lại với cửa hàng để giải quyết, trước khi đánh giá 1 sao. cửa hàng bảo cho xin sdt, mình gửi cái xong chặn mình luôn 🥲 ủaa kỳ vậy sao bán hàng được",Negative,,,,,,,Negative,,,
"Đồ điện tử mua hàng chính hãng cho yên tâm. Mưa gió bão bùng, nhân viên fpt vẫn đích thân giao nhanh chóng, nhiệt tình. Lại còn săn được flash sale nữa. 10 Điểm không có nhưng✌️",,,,,,,,Positive,Positive,,
Mua 2 lần đều được giá tốt.,,,,,,,Positive,,,,
rung yếu tạm ổn hay bỏ lỡ cuộc gọi. cục rung của máy này yếu đến mức mình để trong túi quần mà không bao giờ cảm nhận được khi có cuộc gọi hay tin nhắn đến. thành ra mình bị lỡ rất nhiều cuộc gọi quan trọng từ công ty.,,,,,,,,,,Negative,
"Máy tốt, đóng gói cẩn thận, giao hàng nhanh. Xứng đáng nhận đánh giá 5 sao",,,,,,Positive,,,Positive,,
"Điện thoại dùng tốt, sau trải nghiệm 2 ngày thì về phần cứng thì tốt không nói rồi, ngoại hình trông mới tinh luôn, có một vết xước nhỏ ở khe cắm sim nhưng không đáng kể, hàng 2nd nên cũng không đòi hỏi nhiều, đáng ra 4,5 sao thôi nhưng thái độ tư vấn nhiệt tình nên cho 5",,,,,Positive,,,Positive,,Positive,
quá tệ tôi muốn hoàn trả ạ,,,,,,,,,,Negative,
nang qua. cấu hình hơi yếu tôi phải xoá hết phần mềm trong máy đi mới cài đặt thêm được Facebook,,,Negative,,,,,,,,
"Sản phẩm đẹp và chất lượng, giao hàng nhanh, lần sau sẽ ủng hộ cửa hàng tiếp",,,,,Positive,,,,Positive,,
Màu sắc: vàng dung lượng lưu trữ 1TB,,,,,,,,,,Neutral,
"Tính năng nổi bật: màn hình đẹp 
Chất lượng sản phẩm: ổn 
Đúng với mô tả: hàng đẹp, ngoại hình tầm 98% rất đáng trải nghiệm hiện tại thì mình chưa thấy lỗi lầm nào, máy khá ngon. nhưng dán cường lực thì nên có tâm chút 😅",,,,Positive,,,,,,,
"Color: đen-xl tuyệt vời cho phong cách đường phố, vật liệu chất lượng cao, vẻ ngoài đơn giản và đẹp trai, thiết kế phong cách và hợp thời trang, bền và lâu dài, dễ phối đồ và linh hoạt, thời trang hàn quốc hợp thời, hiện đại và thời trang,",,,,,,,,,,,Neutral
điện thoại redmi a9 mà quảng cáo lả oppo f11,,,,,,,,,,Negative,
Rẻ nha nọ mua cho bố mẹ 3tr4 hihi hoàn xu 100l nữa rất chi và này nọ....,,,,,,,Positive,,,,
"Bt đúng không. Khâu đóng hàng có vấn đề, hộp không có seal, không bọc chống sốc. Shipper thì thái độ.",,,,,,Negative,,,Negative,,
"Nhóm màu: black 
Dung lượng lưu trữ: 512gb 🔋 
Chất lượng camera: tuyệt vời ⚡ 
Hiệu suất: rất ổn áp, giao hàng nhanh chóng, thái độ thân thiện",,Positive,,,,,,,Positive,,
Đóng gói và giao hàng cẩn thận. Mình đã mở ra và thấy tốt. Sử dụng thử xem sao,,,,,,Positive,,,Positive,,
"Phiên bản: hàn quốc 1 sim 256gb máy đẹp lắm, cám ơn cửa hàng nhiều nha!",,,,,Positive,,,,,,
Hàng chuẩn nhé mọi người. Mình mua một cái trước rồi mua tiếp cho vợ cái nữa. Hàng honor thì mượt rồi. Ngon trong tầm giá. Mà chả hiểu sao mỗi lần mình mua xong là giá lại giảm😂,,,,,,,Positive,,,,
Chất lượng sản phẩm: không sử dụng được diễn rhoai,,,,,,,,,,Negative,
"Nhóm màu: màu bạc 
Dung lượng lưu trữ: 128gb điện thoại đẹp không tì vết giao hàng tốt.hộp đựng bị móp góc,nhờ đóng gói kỷ nên không sao shipper dễ thương cửa hàng uy tín mọi người nên ủng hộ.khi cần sẻ quay lại.",,,,,Positive,Positive,,,Positive,,
"Redmi note 13 pro 5g màu sắc trang nhã, bắt mắt, nổi bật, chụp ảnh đẹp, zoom xa rõ nét. Vật liệu mỏng nhẹ, máy cầm êm tay",,Positive,,,Positive,,,,,,
"Săn được sale giá tốt, phù hợp chạy giao hàng, rất hài lòng 10đ",,,,,,,Positive,,,,
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb màu sắc tuyệt đẹp, khó lựa chọn!, dung lượng lưu trữ đủ sử dụng., giao hàng nhanh chóng và an toàn.,",,,,,Positive,,,,Positive,,
"
Đúng với mô tả: tốt
Viền của màn hình con mình nhận được xước hơi nhiều 1 chút hên là test màn hình mọi thứ đều tốt. Ram 3 gb ở thời điểm này đúng là hơi hẻo 1 chút, mở lên là hệ điều hành chiếm hơn 1,5 gb rồi ^^. Chơi mấy game như free fire, liên quân,... Low, med tốt. Được cái pin trâu thật.",Positive,,,Positive,,,,,,,
"Tính năng nổi bật: tải và xử lí dữ liệu nhanh 
Đúng với mô tả: tốt 

Máy chạy khá nhanh nhìn chúng rất tốt trong tầm giá",,,Positive,,,,Positive,,,,
"Chất lượng sản phẩm: như hàng fake 
Đúng với mô tả: bịp bợm 
Tính năng nổi bật: loa ngoài rè xì máy kêu rè khi nghe gọi, nhân viên tư vấn thô lỗ, từ chối đổi trả",,,,,,,,Negative,,Negative,
Sản phẩm chất lượng đẹp ok sẻ ủng hộ típ giao hàng nhanh shipper thân thiện,,,,,Positive,,,,Positive,,
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb dung lượng lưu trữ đủ sử dụng., lựa chọn màu sắc tuyệt vời!, giao hàng nhanh chóng và an toàn., chất lượng camera ấn tượng!, tuổi thọ pin lâu dài., màu sắc tuyệt đẹp, khó lựa chọn!, thiết kế mượt mà, rất ưng!, các tính năng đột phá, yêu cổng usb-c!,",Positive,Positive,,,Positive,,,,Positive,,
"máy tốt trong tầm giá, chỉ 3tr4, có thể mua hàng trên shopee, ra cửa hàng gần nhất nhận hàng, lại được giá rẻ hơn mua tại cửa hàng. fpt phục vụ rất tốt.",,,,,,,Positive,,,,
"kích cỡ: 5xl khuyến nghị 90-100kg 
Nhóm màu: cà phê tốt",,,,,,,,,,,Neutral
Không nên mua nha,,,,,,,,,,Negative,
"Chất lượng rất tệ, mở được 1 lần sau đó sập rồi không thể khởi đọng 1 lần nữa. Sử dụng làm xác thì oke chứ cam, loa, màn hình nát cả rồi.",,Negative,Negative,Negative,,,,,,Negative,
"Phiên bản: bản 1 sim 256gb mua hàng giá trị trên mạng cũng rất lo, nhưng nhận hàng xong thấy ổn, máy đẹp, giá cả tốt. Hy vọng bền bỉ mỗi tội mua 256 hàn thì gửi cho 128 mỹ, hơi hẫng hụt",,,,,Positive,,Positive,,,,
Camera trước over bright pin sạc chậm shipping mất 6 ngày,Negative,Negative,,,,,,,Negative,,
hiệu năng tệ. không đúng với hình ảnh. pin yếu. máy lag liên tục. pin không trâu. đóng gói chỉ bằng giấy bọc. ship trễ 3 ngày,Negative,,Negative,,,Negative,,,Negative,,
"Điện thoại nguyên seal luôn nha, full hộp, giao hàng nhanh mặc dù đặc cận tết, cửa hàng đóng gói kỹ",,,,,,Positive,,,Positive,,
Sản phẩm oke. Mỗi tội giao lâu quá,,,,,,,,,Negative,,
"Đúng với mô tả: đúng với mô tả 

So với giá sử dụng được nữa tháng và cảm ứng rất mượt mà với giá rẻ như thế này thì rất đáng mua",,,,,,,Positive,,,,
"mình sinh xong tăng hơn 10kg, giờ soi gương mà mất hết tự tin. có ai từng giảm cân thành công sau sinh cho mình xin động lực với ạ",,,,,,,,,,,Neutral
"Hình thức máy khá đẹp, sử dụng thử khá tốt. Mỗi cái cửa hàng bảo mất tem thì cửa hàng không bảo hành mình mua thấy máy có dán cái tem nào đâu? coi như mất trắng chế độ bảo hành à?",,,,,Positive,,,Neutral,,,
máy sử dụng rất tốt ạ lần sau sẽ ủng hộ tiếp ạ;3,,,,,,,,,,Positive,
"Tính năng nổi bật: tệ 
Chất lượng sản phẩm: hàng lỗi nhiều lắm sản phẩm lỗi cảm ứng chậm pin đã thay máy không chơi được game vào xong lại thoát ra, mình nghĩ ai mua thì nên cân nhắc nhiều hơn",Negative,,Negative,,,,,,,,
Nhóm màu: đen opal 6gb/128gb cấu hình tốt. Pin khá lâu. Chơi game mượt mà. Tặng cửa hàng 5 sao nhé,Positive,,Positive,,,,,,,,
"Phiên bản: ram 4/64gb đóng gói chắc chắn, tư vấn nhiệt tình, sản phẩm như mô tả, giao hàng nhanh. 💯điểm",,,,,,Positive,,Positive,Positive,,
"cửa hàng gửi máy khá ok, bóp máy không bị hiện tượng ọp ẹp như 1 số ng bị, cầm nắm khá chắc chắn với giá 6,7tr thì không thể chế, máy cấu hình mạnh lướt vuốt khá mướt, thông báo tin nhắn có vẻ chậm thật, ai ngại vấn đề thông báo không nên mua máy này",,,Positive,,Positive,,Positive,,,,
"
Đúng với mô tả: không đúng 
Tính năng nổi bật: tốt
Đặt máy oppo f7 gửi máy ra oppo a3s cửa hàng bảo màn zin mà về máy lại màn lô",,,,Negative,,Negative,,,,,
"Đúng với mô tả: đúng 

Tính năng nổi bật: rất tốt cửa hàng giao hàng đóng gói cẩn thận.sản phẩm quá tốt để chiến game chơi lâu cũng không bị quá nóng sạc cũng rất nhanh nói chung trong tầm giá 4tr thì con này quá ổn áp",,,,,,Positive,Positive,,,,
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt
Giá tiền phù hợp, mình mua cửa hàng lần 2 rồi, mua cho ba chỉ sử dụng xem internet nên mức giá này khá là tốt nhe mọi người",,,,,,,Positive,,,Positive,
"hàng giao nhanh đóng gói cẩn thận còn nói về sản phẩm thì điện thoại này rất đẹp có hỗ trợ 4g chữ to rõ dễ đọc, nói chung thì rất tốt, còn độ bền mình mới mua nên chưa biết. tặng cửa hàng 5 sao ⭐⭐⭐⭐ ⭐",,,,,Positive,Positive,,,Positive,,
Hiệu năng của máy sẽ cần thời gian sử dụng thực tế mới có thể biết được.,,,Neutral,,,,,,,,
"hỏng jack tai nghe sai thông số gps không chính xác. đi grab nhưng vị trí cứ nhảy lung tung, tài xế không tìm được.,",,,,,,,,,,Negative,
"Hàng mới nguyên seal được đóng gói cẩn thận, dùng thời gian nữa mới đánh giá chính xác được",,,,,,Positive,,,,,
"Máy chạy tốt,chụp ảnh đẹp pin khá tốt cho người chơi game như mình, tưởng mua hàng cũ nhưng khi nhận hàng thì máy mới đẹp leng keng nên rất hài lòng.",Positive,Positive,Positive,,Positive,,,,,,
"hiệu năng quá tệ. mô tả không chính xác. camera chụp mờ. máy lag, đơ. pin sạc chậm. đóng gói sơ sài không chống sốc. chăm sóc khách hàng không chuyên nghiệp",Negative,Negative,Negative,,,Negative,,Negative,,,
"Với giá tiền này mình đã nghĩ máy sẽ vượt trội, nhưng thực tế lại không như mong đợi hơi mắc rồi.",,,,,,,Negative,,,,
"Kém khác bình thường pin hết bất thình lình. Hiệu năng không ổn.,",Negative,,Negative,,,,,,,,
"Ngon lành cành đào, giá rẻ nên mua nhé mọi người",,,,,,,Positive,,,,
Hàng chính hãng đầy đủ phụ kiện máy Sài ổn,,,,,,,,,,Positive,
"tệ cửa hàng lừa đảo bán không cho đổi trả hàng, chắc bán được 1 cái mừng quá nên không cho đỏii trả",,,,,,,,Negative,,,
"điện thoại mới tốt nguyên seal,giá rẻ so với mua tại cửa hàng.cửa hàng đóng gói cẩn thận đúng với màu sắc mô tả.Chính hãng dùng rất tốt,chỉ cần lên youtube tham khảo thêm cách tắt quảng cáo trên hệ điều hành của xiaomi là ok.Chúc cửa hàng đắt đơn nhé!",,,,,,Positive,Positive,,,,
cơ bản êm lắm camera cũng tốt,,Positive,,,,,,,,,
"Điện thoại đẹp nhé cửa hàng. Hình thức 97-98% thì quá ok rồi. Đã test các chức năng ổn định, chỉ có pin thì hơi yếu đối với mình.",Negative,,,,Positive,,,,,,
Nhóm màu: màu đen máy sử dụng cũng được tốt cửa hàng,,,,,,,,,,Positive,
"shipping bị lạc hàng. không theo dõi được. vận chuyển lộn xộn. hàng bị lạc kho, giao chậm thêm 3 ngày. camera bị ám màu",,Negative,,,,,,,Negative,,
"Máy đẹp hơn 98%, đã mua hơn 3 lần ở worldphone và đều hài lòng",,,,,Positive,,,,,Positive,
nút bấm lỏng lẻo. vật liệu cao cấp không đúng. lớp phủ chống trầy vô tác dụng xài vài ngày đã tróc,,,,,Negative,,,,,,
Cửa hàng làm ăn vầy là chết rồi. Nhờ cửa hàng ship con android 9 thì cửa hàng cho android 10. Điện thoại thì như mới. Sạc cáp đầy đủ lại còn tặng ốp lưng nữa. Nhận 5 sao điii.,,,,,,,,,,Positive,
"Giao hàng nhanh, đóng gói cẩn thận và hỗ trợ tốt. Săn sale giá dưới 3tr, nên chốt liền con thứ 2 luôn.",,,,,,Positive,Positive,Positive,Positive,,
"Color family: random color sản phẩm: màu sắc sống động và rực rỡ, thiết kế sang trọng, hiệu năng mượt mà, giao diện dễ sử dụng, thời lượng pin lâu dài, chất lượng camera ấn tượng, giá trị tuyệt vời cho số tiền, không gian lưu trữ rộng rãi. android dễ sử dụng, chỉ cần nhập gmail vào là sử dụng các app rất ổn. bình chọn cho cửa hàng 5 sao",Positive,Positive,Positive,,Positive,,Positive,,,,
"Khuyên các bạn ngoại tỉnh không nên mua ở cửa hàng này, nên mua viettel có thể ra store để mua luôn chứ ở đây bán đồ không chất lượng",,,,,,,,,,Negative,
Giá bán nằm trong khoảng dự kiến so với thị trường.,,,,,,,Neutral,,,,
"Rác rưởi khác biệt pin hao, hỗ trợ chậm chạp",Negative,,,,,,,Negative,,,
Rất ngon trong tầm giá,,,,,,,Positive,,,,
"Đúng với mô tả: sản phẩm quá xuất sắc 
Chất lượng sản phẩm: tuyệt vời tất cả đều ngon trừ camera",,Negative,,,,,,,,Positive,
sao máy em pin ảo quá anh ơi,Negative,,,,,,,,,,
"cùi bắp thất vọng lag app khi đa nhiệm, shipping chậm mất nửa tháng, chăm sóc khách hàng chậm chạp phản hồi",,,,,,,,Negative,Negative,Negative,
Chưa sử dụng nên chưa biết thời lượng pin thực tế kéo dài trong bao lâu.,Neutral,,,,,,,,,,
"Hàng không như mô tả, về xài được dăm ba ngày hư rồi.",,,,,,,,,,Negative,
"Hàng về đầy đủ, đóng gói kĩ càng, không có gì phải chê hết. Hiệu năng cực đỉnh ở tầm giá, mỗi tội AI và cam hơn dỏm chút",,,Positive,,,Positive,Positive,,,,
"không ai lập trình được ánh sáng. nhưng hoàng nam tiến, bằng cách sống nhẹ nhàng mà sâu sắc, đã để lại ngọn đèn đủ lâu, để người khác tìm thấy công tắc cho chính mình.",,,,,,,,,,,Neutral
Phân loại sản phẩm: màn incell máy sạt không lên nguồn. yêu cầu trả hàng cửa hàng không hỗ trợ. trải nghiệm rất tệ.,,,,,,,,Negative,,,
"điện thoại ok mọi thứ đều hoàn hảo,đáng để trải nghiệm",,,,,,,,,,Positive,
"Đúng với mô tả: đẹp 
Tính năng nổi bật: nhẹ. Gọn xinh 
Chất lượng sản phẩm: mới nhân viên fpt 10 điểm chú đáo nhiệt tình. Vẫn luôn tin tg mua hàng của fpt nhiều năm rồi",,,,,Positive,,,Positive,,,
Máy mặc dù cửa hàng đóng lại seal rồi nhưng vẫn ok và mới. Máy chỉ chơi lq với lửa chùa thì thoải mái,,,Positive,,,Positive,,,,,
"Chính sách bảo hành sản phẩm theo tiêu chuẩn, không có thêm điều khoản đặc biệt. Thiết kế máy không có nhiều thay đổi so với thế hệ trước.",,,,,Neutral,,,Neutral,,,
"Máy mới mà khá yếu, cảm giác lag vcl ấy, nghe review cũng tốt mà sử dụng thấy chán, vô liên quân setting bình thường mà nó cũng lag",,,Negative,,,,,,,,
Bán kiểu này chắc nghĩ người ta ngu hay sao mà dám để giá như vậy,,,,,,,Negative,,,,
chất lượng sản phẩm không tốt như quảng cáo. đúng với mô tả hơi khác thiếu vài tính năng. tính năng nổi bật camera không nét như mô tả. review mua về vì thấy giá ổn nhưng camera rung ảnh mờ quay tối rất tệ. hiệu năng lúc đầu ổn sau vài ngày lag nhiều. hỗ trợ trả lời chậm không thuyết phục. đóng gói tốt nhưng box móp nhẹ shipping lâu hơn dự kiến,,Negative,Negative,,,Positive,Positive,Negative,Negative,,
Đúng mẫu yêu thích,,,,,,,,,,Positive,
"Đúng với mô tả: đúng giao hàng nhanh đóng gói oke có bảo hành bị một cái không đúng giờ thôi dù chỉnh đúng nhưng mấy tiếng lại chạy nhanh hơn thực tế, tự động tắt hay bật đều vậy",,,,,,Positive,,Positive,Positive,,
đóng gói cẩn thận giao hàng nhanh đúng hẹn rất hài lòng với chất lượng sản phẩm,,,,,,Positive,,,Positive,,
"Màn hình có độ phân giải ở mức đủ dùng, không quá chi tiết. Thời lượng pin cơ bản.",Neutral,,,Neutral,,,,,,,
camera góc siêu rộng bị méo viền. ảnh góc rộng mờ và thiếu nét. độ bền máy kém. chỉ dùng được cam chính. chăm sóc khách hàng hỗ trợ kém,,Negative,,,,,,Negative,,,
Hiệu năng hoạt động cũng tốt. Pin dùng tạm được trong ngày.,Positive,,Positive,,,,,,,,
điện thoại cứ sau 1 đêm là giờ sai tầm 30-40p. cài đúng giờ rồi nhưng sau 1 ngày là sai,,,,,,,,,,Negative,
Pin không giữ sạc qua đêm tụt 20%. Camera thiếu chống rung video giật. Ship chậm khu vực nông thôn.,Negative,Negative,,,,,,,Negative,,
"Camera selfie đẹp không cần chỉnh, da mịn mà vẫn giữ nét, màu tự nhiên chứ không ảo quá.",,Positive,,,,,,,,,
Mình cần thêm thời gian để trải nghiệm camera trong nhiều điều kiện khác nhau.,,Neutral,,,,,,,,,
Mic thu bị hỏng nói chung là cửa hàng bán ra không tét trước,,,,,,,,,,Negative,
màu máy: màu trắng sản phẩm: samsung a50 4/64gb máy sử dụng ổn nha cửa hàng đã mua cửa hàng lần 2 rồi máy vẫn rất tốt nha.vừa tầm giá.mà mây còn mới sài full mọi chức năng cửa hàng tư vấn nhiệt tình.giao hàng nhanh.sẽ ủng hộ thêm khj có nhu cầu tặng cửa hàng 5 sao,,,,,,,Positive,Positive,Positive,Positive,
Tốc độ lấy nét của camera ở mức trung bình. Pin cho thời gian sử dụng trong khoảng một ngày làm việc.,Neutral,Neutral,,,,,,,,,
"Sản phẩm rất tốt, đáng đồng tiền bát gạo! Chất lượng: Hàng giống mô tả, đúng hình ảnh, chất lượng tuyệt vời. Giao hàng: Đóng gói cẩn thận, giao nhanh hơn dự kiến. Dịch vụ: cửa hàng tư vấn nhiệt tình, hỗ trợ chu đáo. Cảm ơn cửa hàng, lần sau mình sẽ tiếp tục ủng hộ! Hình ảnh và video mang tính chất nhận xu.",,,,,,Positive,Positive,Positive,Positive,,
"Mình bất ngờ vì cam máy này chụp đêm quá đẹp, ánh sáng xử lý tốt, không bị noise nhiều như mấy con khác.",,Positive,,,,,,,,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: tốt,chất lượng sản phẩm tốt, cực kì hài lòng với sản phẩm và cách phục vụ của cửa hàng. Giá cả bình dân phù hợp với sinh viên học sinh. Tặng cửa hàng 5 sao ủng hộ",,,,,,,Positive,Positive,,Positive,
asdjklhsadliouhsa8oidyasopdashbdaskdkasjbdkjsadkjasd,,,,,,,,,,,Neutral
không the so sang phan khic gia re voi tam trung va cao gia. Ban nao dang dung điện thoại ngon ma xai con nay thi uc che vi cham va lo nhip nhung cac bac thi dung ok. Dung dieu chinh toc do hien thi nhanh thi do sot ruot. Ncla cac bac gia xem livsstream và lươt Facebook thì dung ngon trong tầm giá nha. Nên mua tang bm vi thuc ra điện thoại gia cao cung không sdungh et chuc nang. Cam thi không dep dau nha nhung sdung on.,,,,,,,,,,,Neutral
pin ảo tốt pin tụt không phanh. pin báo 30% tự dưng sập nguồn. nhắn tin hỏi thì cửa hàng không thèm trả lời.,Negative,,,,,,,Negative,,,
"Giao hàng nhanh đúng chủng loại sản phẩm,sản phẩm chất lượng rất tốt,xin cảm ơn shopee.",,,,,,,,,Positive,,
"Hàng chính hãng, mở ra nguyên seal, chất lượng ok, để dùng 1 vài hôm",,,,,,Positive,,,,Positive,
"Hiệu năng giật cục game đồ họa, ship trễ ba ngày. Camera chính nhợt nhạt màu, pin tụt tốc độ trên mạng không dây.",Negative,Negative,Negative,,,,,,,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: chưa tìm ra 
Hàng tốt giao nhanh chất lượng sản phẩm tốt nhưng gói hàng không ổn lắm bị móp nhẹ ở hộp máy sạc có hơi nóng nhưng tốt",,,,,,Negative,,,Positive,Positive,
"màn hình xước thông số không đúng hiệu năng yếu,",,,Negative,Negative,,,,,,,
da nhan được hang dung oke nhe ca nha điện thoại chup anh hoi chan cho voi iphone,,Negative,,,,,,,,Positive,
điện thoại sử dụng okii lắm không nóng máy được tặng đồng hồ cửa hàng tư vấn nhiệt tình cảm ơn cửa hàng sinh nguyên lần sau ủng hộ tiếp)))),,,,,,,,Positive,,Positive,
cửa hàng giao đúng hàng đã đặt máy hơi chậm nhưng người lớn tuổi dùng thì ok,,,,,,,,,Negative,,
Xứng đáng 5 sao nha. Uy tín. Rất đáng được ủng hộ,,,,,,,,,,Positive,
"Nhóm 
Màu sắc: màu xanh ngọc sản phẩm: sạc dp 10.000mah đang lừa đảo ạ mua điện thoại mà gửi cục sạc dự phòng là sa",,,,,,,,,,Negative,
"Giao hàng hơi lâu thôi ạ, còn máy bóc nguyên sel a sử dụng mới biết được ạ",,,,,,,,,Negative,,
"Lần đầu mua điện thoại trên shopee cũng ổn, đặt giao hoả tốc mà sốp lâu lắc quá. Với lại màu này là màu storm gray (xám) chứ đâu phải màu đen đâu nhưng trên tem tiếng việt lại để là màu đen 😃 phân loại màu dễ gây hiểu lầm",,,,,,,,,Negative,,
"Giao hàng khác mô tả, yêu cầu chủ cửa hàng làm ăn uy tín, giao lại hàng đúng mô tả",,,,,,,,,Negative,,
Cần trải nghiệm thêm một thời gian nữa mới biết pin và hiệu suất có ổn định không.,Neutral,,Neutral,,,,,,,,
Nhóm màu: màu đen sản phẩm giống quảng cáo mướt sử dụng tốt pin sử dụng được khá lâu hài lòng ngồi ở nhà mua online dị là xịn lắm rồi cám ơn cửa hàng nhiều,Positive,,Positive,,,,,,,,
"Hàng y như mới, chạy rất êm, pin sử dụng cũng khá lâu. Cửa hàng phản hồi nhanh, tư vấn nhiệt tình. Đóng gói cực kỳ cẩn thận.",Positive,,,,,Positive,,Positive,,,
"giao hàng lâu, máy mình check qua thì oke, sử dụng sau ntn chưa biết, nhưng mà mới bóc thì máy dính bẩn khá nhiều vết, sứt mấy chấm nhưng thôi đổi trả thì lâu nên sử dụng luôn",,,,,Negative,,,,Negative,,
chụp đẹp nha nhất là trong buổi sáng.,,Positive,,,,,,,,,
"Color family: color random sản phẩm: tuyệt vời,cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè",,,,,,Positive,,Positive,Positive,,
"Máy nhận được về ngoại hình đúng gần 97%. Có một vét trầy viền. Màn hình chỉ sướt lòng mèo 1, 2 vết rất nhỏ, nghiêng dưới đèn và nhìn kỹ thì thấy. Áp mã giảm giá và xử mình mua được với giá 2t 375k. Giá quá tốt. Máy pin 375000m, cò áp, màn hình đẹp.",,,,Positive,,,Positive,,,,
"máy thay vỏ nên khá đẹp, lần trước được ngon hàn ngon, lần này tmobile không làm ăn, úp rom rủng gì được hết,. máy thay vỏ nên mới cóng, camera sau hơi out nét tí không tốt lắm. pin còn trâu.",Positive,Negative,,,Positive,,,,,,
"Sản phẩm thiết kế đẹp, mạnh mẽ với giá cả phải chăng, tuy nhiên hệ điều hành hơi ít tùy biến, ít hơn cả điện thoại thuần Google pixel",,,Positive,,Positive,,Positive,,,,
