data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"cửa hàng giao hàng nhanh, đặt điện thoại hôm trước hôm sau có ngay, cửa hàng tư vấn nhiệt tình. Về điện thoại thì nguyên seal full box Hiệu năng thì để test thêm rồi đánh giá lại sau",,,Neutral,,,,,Positive,Positive,,
"Nhóm màu: đen 
Dung lượng lưu trữ: 16gb the mua 1 làn không có lần sau....mua dat máy đẹp giao máy nhìn không giống ai xấu tệ tham tệ.... Cả nhà lửa chỗ khác mua di",,,,,Negative,,,,,,
pin hao nhanh khi dùng wifi. pin yếu. quản lý pin kém. bật wifi lướt web 1 lúc là thấy pin giảm đáng kể. chăm sóc khách hàng chỉ bảo là bình thường,Negative,,,,,,,Negative,,,
chảy mực màn hư nút nguồn,,,,Negative,,,,,,,
"Phân loại sản phẩm: điện thoại f9 thật may mắn khi nhận đúng cửa hàng để mua. Máy đẹp không tùy vết, đã test full các chức năng đều hoạt động tốt.. Cuối thằng e lãnh lương sẽ ủng hộ thêm cho cửa hàng 2 cái nữa nhé...",,,,,Positive,,,,,,
"Quá tệ, sản phẩm fake, không lên nguồn, lừa đảo làm ăn gian dối.",,,,,,,,,,Negative,
Xử lý vấn đề giao hàng + chăm sóc khách hàng quá kém,,,,,,,,Negative,Negative,,
"Điện thoại siêu đẹp luôn, mua đúng flash sale nên giá hạt dẻ, hàng chính hãng ạ, quá ngon.",,,,,Positive,,Positive,,,,
cửa hàng giao sản phẩm nguyen seal không có gì để chê cảm ơn cửa hàng,,,,,,,,,Positive,,
không lên nguồn và bị vỡ màn hình,,,,Negative,,,,,,,
"sử dụng tạm thôi, máy chạy chậm như rùa, pin 5000 nhưng chắc là làm nhầm 500, sử dụng bình thuờng buổi sáng thì hết pin",Negative,,Negative,,,,,,,,
"Tốt. nên mua. Rất mượt. Các chức năng rất tốt, trừ chụp ảnh",,Negative,Positive,,,,,,,Positive,
Nói thật có tiền mọi người mua máy mới mới 1 tý. Máy đời cổ sử dụng cùi lắm. Đừng ham rẻ,,,,,,,Negative,,,,
"Nhóm màu: xanh khe cắm sim kép tiện lợi, tuổi thọ pin lâu dài, dung lượng lưu trữ rộng rãi 128gb,",Positive,,,,,,,,,,
"
Tính năng nổi bật: mua hộ nên không rõ 
Đúng với mô tả: đúng mô tả, màu đẹp hình ảnh và video chỉ mang tính chất nhận xu.",,,,,Positive,,,,,,
Hàng đúng với mô tả nha giao nhanh nửa mọi người đặt ủng hộ sớm nhé,,,,,,,,,Positive,,
"
Ở hn đặt không để ý hàng ở tp hcm. 3 Ngày nhận được hàng, không chậm nhưng ai hn nên tìm cửa hàng hn đặt oke hơn. Hàng chuẩn, nhận hàng kiểm tra oke hết.",,,,,,,,,Positive,,
"Nhóm màu: màu đen úa 
Dung lượng lưu trữ: 16+1tb máy sài cho ổn, facbook,......nhưng chơi game yếu",,,Negative,,,,,,,,
"tệ sai lệch nghiêm trọng khung viền cong vênh, lắp ráp kém,",,,,,Negative,,,,,,
"đã trải nghiệm tầm 2 tuần hơn thì máy tốt, ổn dung lượng nhiều nên lưu trữ nhiều giao diện vẫn bt như các dòng máy khác của samsung, được cái mỗi dòng có 1 vài tính năng riêng nên rất vui khi có sự khác biệt này phân khúc này thì có 1 vài tính năng cao như xác thực cccd gắn chip sẽ không có, thích hợp lm điện thoại phụ hya mua cho người lớn tuổi sử dụng để tiện liên lạc giải trí là tốt mua được tặng cả bộ cáp sạc và tai nghe, đỡ phải mua thêm nếu mua trực tiếp nên mình thấy khác hời vì các món này",,,,,,,,,,Positive,
"Chức năng đầy đủ, phụ kiện cửa hàng tặng bao sử dụng luôn, có điều màu đen ngoại hình trầy nhiều đeo ốp vào sẽ không thấy, có cảm giác màn hơi ám nhưng không sao, đáng trải nghiệm",,,,Negative,Negative,,,,,,
Chất lượng sản phẩm: màu đen không được đẹp lắm,,,,,Negative,,,,,,
Làm thế nào để kiểm tra phiên bản hệ điều hành hiện tại trên máy?,,,,,,,,,,Neutral,
Thái độ nhân viên tư vấn không bằng đứa trẻ lớp 1.,,,,,,,,Negative,,,
"Sập nguồn, máy dọn, linh kiện không 9 hãng",,,,,,,,,,Negative,
"đóng gói kĩ, đầy đủ phụ kiện, mua để người lớn sử dụng nên ít ứng dụng, với dung lượng này là dư",,,,,,Positive,,,,,
"đây là 1 số nhận sét sau 4 ngày sự dụng,màn hình ra ngoài trời nắng gắt không quá sáng quá nhưng avanx đủ nhìn rõ nội dung,pin khá ổn nghe nhiều đánh giá nói con này hẻo chứ mình sài vẫn được gần 9h thoải mái,sạc thì siêu nhanh mà nghịch lý ở chỗ là nó còn mát hơn sạc chậm của hãng hoa quả dấu tên=))),chip thì khỏi nói rồi,cái mình chê nhất chắc là tối ưu âm thanh trong game th,nhạc game khá nhỏ",Positive,,,Positive,,,,,,,
Chăm sóc khách hàng hứa hẹn suông không thực hiện pin tụt đột ngột không báo trước hiệu năng yếu với app nặng,Negative,,,,,,,Negative,,Negative,
"Nhóm màu: vàng 
Dung lượng lưu trữ: 16gb đã nhận được hàng sáng nay, sản phẩm như mong đợi, chiến game mượt, cấu hình tốt, chụp hình nét lắm,,, cửa hàng nhiệt tình lắm ạ, a ship giao hàng thân thiện … cảm ơn sàn lazada uy tín 🥰",,Positive,Positive,,,,,Positive,Positive,,
"sản phẩm nhỏ gọn, đầy đủ tính năng, khá đẹp so với giá tiền. nói chung ổn",,,,,Positive,,Positive,,,,
màu: vàng dòng máy: iphone x/xs/xsmax chất lượng: tính năng:,,,,,,,,,,,Neutral
"hàng không có bảo hành chính hãng, nhận hàng ngày 21/7/2025 lắp luôn sim để kích hoạt bảo hành, nhưng 5 ngày sau điện thoại, nhắn tin hỏi các kiểu các nơi mà vẫn không nhận được bảo hành, nhắn tin cho cửa hàng hỏi về bảo hành thì trả lời vòng vo, đùn đẩy từ nhân viên này tới nhân viên kia, điện thoại trên vỏ hộp nhận hàng thì không liên hệ được. quá thất vọng với cửa hàng này...",,,,,,,,Negative,,,
sản phẩm có camera chính độ phân giải 64mp,,Neutral,,,,,,,,,
"Nhóm màu: midnight máy ngon, nguyên seal chưa active:), giá rất hợp lý",,,,,,,Positive,,,,
sản phẩm cửa hàng thân thiện quá uy tín,,,,,,,,Positive,,,
"Tính năng nổi bật: mẫu mã đẹp 
Đúng với mô tả: không đúng kém máy chạy hay bị đơ không tắt hay làm gì được không biết cửa hàng có cho đổi máy",,,Negative,,,,,,,,
Đã nhận được hàng. Mua được giá 5.991k qus ok. được tặng thêm tai nghe như vậy điện thoại tầm 5.5tr quá êm. 😂🤣😃😄😅😆😉😊😋😎😍😘,,,,,,,Positive,,,,
"Đóng gói cẩn thận, có thể thấy tâm huyết của người bán. Hộp không bị móp méo, vận chuyển rất tốt",,,,,,Positive,,,Positive,,
cửa hàng uy tín giao hàng nhanh giao đúng màu đặt mỗi. ,,,,,,Positive,,,Positive,,
Điện thoại quá tệ,,,,,,,,,,Negative,
Pin bị chai,Negative,,,,,,,,,,
Sản phẩm rất chats lượng cửa hàng rất chu đáo. MUA MÁY 96% mà tưởng là máy mới cơ ấy. MÁY RẤT ĐẸP NGON BỔ RẺ KHỎE.RẤT ĐÁNG TIỀN😊,,,,,Positive,,Positive,,,Positive,
Đã nhận được hàng phụ kiện đầy đủ.dùng mướt mượt,,,Positive,,,,,,,,
"Nhìn máy bề ngoài rất đẹp, hoàn thiện bóng bẩy, máy cầm chắc tay. Sơ qua thì có vẻ pin hơi yếu, thấy tụt % pin hơi nhanh.",Negative,,,,Positive,,,,,,
Nhóm màu: đen đơn vị vận chuyển làm móp hộp đựng. cửa hàng đóng gói sản phẩm cẩu thả,,,,,,Negative,,,Negative,,
"Phân loại sản phẩm: cảm ơn cửa hàng giao đúng sản phẩm đăng bán.tôi rất vui khi mua được máy sử dụng tốt xứng với số tiền, hẹn ghé cửa hàng lần sau nhé!",,,,,,,Positive,,,,
Qua dùng được mấy ngày thấy cảm ứng mượt.chịu va đập và nước không dám thử.pin 6600 mà không được như kỳ vọng.cảm thấy trôi pin khá nhanh so với dung lượng.đó là đánh giá cá nhân của mình,Negative,,,,,,,,,,
mới mở ra đã tịt loa rồi của rẻ là của ôi,,,,,,,,,,Negative,
"Vỏ bị nứt không giống hình camera mờ, pin tụt nhanh. Mua về sử dụng được 2 ngày đã thấy vỏ bị nứt, pin tụt nhanh kinh khủng, sạc cả đêm chỉ sử dụng được vài tiếng. Gọi cho bên bán hàng thì thái độ rất tệ.",Negative,Negative,,,Negative,,,Negative,,,
"Đúng với mô tả: đúng 

Tính năng nổi bật: game theo như mình trãi nghiệm 2 ngày 2 đêm thì tốt trong tầm giá. Quà tặng kèm theo rất tốt. Cửa hàng uy tín+nhiệt tình.",,,,,,,Positive,Positive,,,
"pin chai nhanh sau 2 tháng sử dụng, sạc cũng chậm. máy thường xuyên bị crash app. camera chính chụp bị ám màu vàng.",Negative,Negative,Negative,,,,,,,,
Máy quá đẹp luôn không còn gì để nói ạ. Chất lượng giống như mới. Săn sale được giá hời có 2tr3 thôi. Hihi,,,,,Positive,,Positive,,,,
sản phẩm đúng mô tả. đóng gói hàng cẩn thận.,,,,,,Positive,,,,,
Phần mềm youtube đi kèm phiên bản hệ điều hành mặc định từ nhà sản xuất.,,,,,,,,,,Neutral,
"thấy điện thoại còn mới tinh đang sử dụng mới có,1 ngày thấy chưa bị vấn đề gì hết chờ đoi them sử dụng vai ngày nữa coi thể nào,thấu shiper thân thiện và vui vẻ",,,,,,,,,Positive,,
Hàn nhìn đẹp đóng gói cẩn thận cho cửa hàng phản hồi tốt,,,,,Positive,Positive,,Positive,,,
"hỏng hàng lỗi không lên nguồn, phải trả lại ngay,",,,,,,,,,,Negative,
"Màu sắc: bạc 
giao hàng nhanh, máy mới nguyên zin đúng như cửa hàng mô tả, ốp lưng,cáp, sạc mỉcocom. Lần sau mua ủng hộ tiếp",,,,,,,,,Positive,,
"phế phẩm quảng cáo phóng đại chơi game nhẹ mà nóng như lò sưởi, tay cầm không nổi,",,,,,,,,,,Negative,
"Màu sắc: đen 
đúng tốt giá rẻ",,,,,,,Positive,,,,
"sản phẩm đẹp, giao hàng con nguyên vẹn. nguyên seal",,,,,Positive,,,,Positive,,
"Đã nhận được hàng đóng gói chắc chắn, hình ảnh và video mang tính chất nhận xu ☘️☘️☘️",,,,,,Positive,,,,,
"Chất lượng sản phẩm: chưa biết 
Tính năng nổi bật: chưa biết 
Đúng với mô tả: chất lượng camera tệ chụp ảnh camera trước không rõ nét, đặc biệt nếu quay video thì rất mờ",,Negative,,,,,,,,,
"Đúng với mô tả: phụ kiện gồm: củ và dây sạc, que chọc sim, ốp nhựa máy cài đặt nhanh, dễ. mình đánh giá game liên quân trên máy. chất lượng hình ảnh đồ họa mình thấy không sắc nét lắm, cảm giác như có filter blur nhẹ. độ mượt do máy mới nên mượt, nhạy, thao tác nhanh. máy nóng rất nhanh, mình chưa mở game chỉ mới setup máy thôi thì đã ấm lên nhiều. độ sáng màn hình mình thấy hơi thấp, phải kéo tới max thì mắt nhìn mới thấy sáng sủa hơn, ai không thích màn hình tối chắc sẽ hơi khó chịu. không có giác cắm tai nghe 3.5mm. nói chung nếu muốn mua để chơi game là chính thì sẽ là 1 trải nghiệm tạm ổn so với mức giá này. hy vọng máy bền.",,,Positive,Negative,,,,,,,
"Sản phẩm tốt, có mã giảm giá nữa nên rất hài lòng",,,,,,,,,,Positive,
pin chỉ 2h dùng game camera macro mờ đóng hàng hộp mỏng,Negative,Negative,,,,Negative,,,,,
"Đã nhận đúng hàng, cửa hàng gói kỷ, máy nhẹ mượt mong là sài bền, xem đánh giá thấy tốt nên mua, cảm ơn cửa hàng tư vấn nhiệt tình.",,,Positive,,,Positive,,Positive,,,
Hàng 97% nhưng hơn mong đợi. có chút sước nhẹ viền (không tránh được máy mấy năm rồi mà) được cái màn không sước không ám. Anh chủ cửa hàng thân thiện đặc biệt tư vấn rất nhanh và nhiệt tình. anh em ủng hộ anh ý nhé. 5 sao,,,,Positive,,,,Positive,,,
"Màu sắc: màu vàng gold 
Phiên bản: likenew chủ cửa hàng nhiệt tình dã man. hàng của cửa hàng chuẩn zin, chất từng mi li mét. mình chính thức vote cửa hàng 5 sao nhé, lần sau giảm giá cho mình lên đời nha",,,,,,,,Positive,,,
Máy khá nóng và hao pin nhanh. Chắc do dòng máy này. Còn lại không thấy lỗi gì.,Negative,,,,,,,,,,
"Đúng với mô tả: khong 
Tính năng nổi bật: khong 
Chất lượng sản phẩm: sai sản phẩm",,,,,,,,,,Negative,
"Sau một thời gian sử dụng, mình khá hài lòng với redmi note 14. Máy có màn amoled với tần số quét 120hz cho mình trải nghiệm vuốt chạm rất mượt, cảm biến vân tay dưới màn hình nhạy, camera chính 108mp có hỗ trợ ai xóa vật thể trong ảnh, ai chỉnh ảnh bầu trời. Pin 5500mah sử dụng lâu hơn đời trước, sạc nhanh 33w cũng khá ổn. Dù ở tầm giá khoảng 4 triệu nhưng máy có trang bị quét nfc, ngoài ra còn có cổng hồng ngoại có thể sử dụng để điều khiển tv hay điều hòa, nói chung là quá hời.",Positive,Positive,,Positive,,,Positive,,,,
"Nhóm màu: màu bạc 
Dung lượng lưu trữ: 128gb điện thoại đẹp không tì vết giao hàng tốt.hộp đựng bị móp góc,nhờ đóng gói kỷ nên không sao shipper dễ thương cửa hàng uy tín mọi người nên ủng hộ.khi cần sẻ quay lại.",,,,,Positive,Positive,,,Positive,,
"Màu sắc: đen 
hoàn hảo hoàn hảo hoàn hảo.",,,,,,,,,,Positive,
"Máy đúng với mô tả, hàng 98% có vết trầy xước nhỏ, màn hình đẹp không bị ám, máy mượt, giao hàng nhanh, so với tầm giá thì con này tốt.",,,Positive,Positive,,,Positive,,Positive,,
"Hàng gửi cẩn thận, cảm ơn cửa hàng",,,,,,,,,Positive,,
Máy pin hơi yếu sử dụng nhanh hết quá,Negative,,,,,,,,,,
"Màu sắc: đen 
Phân loại: nguyên seal tính năng:với nhu cầu nghe gọi lướt tt, yt, Facebook và chơi game nhẹ thì tốt nha. Chất lượng:màn hình full hd trong tầm giá này là hiếm có, ip68 là 1 điểm cộng. Có 5g, chíp rồng, tặng luôn ốp lưng và dán sẵn màn hình. Giá này thật hiếm có. 1 Điểm trừ nhẹ là phụ kiện cáp sạc và cóc mua kèm 160k nhưng không phải sạc gan dây cắm usb a to c không phải c to c",,,,Positive,,Positive,Positive,,,,
"Màu sắc: đen 
Phân loại: không hộp (mới 100%) máy quá xuất sắc nhưng cái giá nói lên tất cả đẹp rẻ chuẩn hàng xuất nhật ngon hơn con poco 4 nfc trước mua 5.5tr luôn",,,,,Positive,,Positive,,,,
Cho mình hỏi làm thế nào để kiểm tra thông tin bảo hành điện tử của thiết bị này?,,,,,,,,Neutral,,,
ảnh là máy oppo nha. máy kia mua cho mẹ nên không cầm. nhưng sử dụng thấy lag quá. haizzz,,,Negative,,,,,,,,
Máy ngon trong tầm giá..mọi người an tâm mua sử dụng,,,,,,,Positive,,,,
"Hàng nguyên seal, giao hàng nhanh, đóng gói cẩn thận sản phẩm sử dụng mượt",,,,,,Positive,,,Positive,,
"chăm sóc khách hàng tệ, khách hỏi thì chửi bảo trẻ trâu, đuổi khách cút ra hàng khác nói có sách mách có chứng. tôi bỏ tiền ra không phải để mua thái độ của bạn",,,,,,,,Negative,,,
"mình quyết định cho 1 sao. - sản phẩm: máy có mẫu máy za/a nhé anh em, mẫu máy này là máy xách tay từ thị trường singapore. đáng lý cửa hàng phải ghi rõ ràng vấn đề này ra ở phần mô tả. cửa hàng flagship mà lhong6 bán hàng của thị trường Việt Nam là điều đáng ngờ. - ship rất lâu, khi kiện hàng đến kho bình dương thì bị giam ở đó 2 ngày (khg hiểu vì sao) - giá bán: giá khuyến mãi, nhưng nó bằng giá các cửa hàng ở sài gòn, vì mình ở tỉnh, nếu ở sài gòn thì mình đến xem và đặt trực tiếp, cửa hàng không có cửa. giá khuyến mãi lúc tăng lúc hạ, làm như quý báo, có lúc tăng lên ảo tới 10 triệu. - cấu hình máy: do mình ở tỉnh không có điều kiện trải nghiệm trước, thấy giá vừa túi tiền nên chốt luôn hic. màn hình ghi là liquid retina nhưng độ phân giải kém lắm, so với cái mcbook mình đang sử dụng thì không sắc nét bằng, xem youtube chỉnh trên 1080 mà vẫn không nét. - mình đặt iphone qua cửa hàng viettel cũng trên sàn này, được gửi kèm bill, phiếu xuất kho các kiểu... qua cửa hàng này thì không có bất kỳ chứng từ gì kèm theo kiện hàng.",,,,Negative,,,Negative,,Negative,,
hỏng hàng tồn kho date sản xuất từ 2 năm trước,,,,,,,,,,Negative,
"Rất lười đánh giá sản phẩm. Nhưng cái điện thoại này nó điên thiệt. Lúc đầu rất đắng đo khi tầm 8tr thì mua được đủ điện thoại mạnh hơn gấp mấy lần nhưng mà dạo này không chơi game trên điện thoại nữa mà cần 1 cái điện thoại không phải sạc mỗi ngày 2-3 lần nữa. Đơn cử như chiếc samsung s22ultra tầm 18h thì tôi sẽ xài hết 1,5 cục pin chỉ cho việc Zalo, lướt face. Còn cái điện thoại này hãy nhìn nó xem mới hết 35% có nghĩa tí về tôi vẫn chơi thoải mái rồi khuya sạc 1 lần trong khi cái s22ultra kia tôi về chơi thêm xíu phải sạc lần nữa xong bấm 1 tí rồi khuya sạc để sáng mai xài. Nói chung là những cái khác chưa biết nhưng cục pin phải nói là bá đạo.",Positive,,,,,,Positive,,,,
"sản phẩm đẹp đúng, màn hình cong cao cấp,màn hiển thị đẹp, nhiều tính năng hay ho.",,,,Positive,Positive,,,,,,
Màu máy: màu xanh sản phẩm: samsung a50s 4/64gb cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè,,,,,,Positive,,Positive,Positive,,
"Màu sắc: đen 
Phân loại: không hộp (mới 100%) máy tốt,chỉ có cái miếng dán màn hình trầy nhiều quá,ốp cửa hàng tặng không sử dụng được,nói chung máy chạy mượt và màn hình hiển thị tốt trong tầm giá-mình đã cập nhật hệ điều hành mới nhất,chạy cực ổn.",,,Positive,Positive,,,Positive,,,,
"kẹp xinh, rất chắc nha, nhìn ok chứ không bị “rẻ” mà trong khi nó rẻ thiệt, cứng cáp, rất hài lòng với khâu đóng gói.",,,,,,Positive,,,,,
Mình mua giùm cho anh họ nên cũng không biết sản phẩm như nào nữa sau rồi đánh giá,,,,,,,,,,Neutral,
pin tụt 20% khi nghe podcast hiệu năng chậm mở file đóng hàng thiếu seal chống nước,Negative,,,,,Negative,,,,,
cửa hàng giao hàng nhanh sản phẩm đẹp nguyên siu không có lỗi gì không có gì để chê cả,,,,,Positive,Positive,,,Positive,,
điện thoại hơi lag xíu còn lại tốt,,,Negative,,,,,,,,
sản phẩm: sản phẩm không như mô tả pin 5k màn hình hd nhưng tôi test thực tế với điện thoại zte libero màn hình full hd pin 4k thì 2 bên ngang nhau.chứng tỏ pin 5k trên sản phẩm này là ảo nhé.pin không chất lượng,Negative,,,Negative,,,,,,,
"Đúng với mô tả: tốt
Chào mừng bạn đến với bảng nhớ tạm của gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.",,,,,,,,,,,Neutral
hàng xịn hịn mịn đẹp mượt luôn ạ ace êiii🫠🤪😆 Máy dùng tốt trong tầm giá. Có kèm ốp sẵn trong hộp (nhựa dẻo trong). Nh mình thì hơi hối hận khi mua màu đen vì các chi tiết khác không làm màu nổi bật lên mà trầm theo màu máy,,,Positive,,Positive,,Positive,,,,
"Máy sài được 1 tuần. Pin yếu. Camera sau chụp đem có flas ảnh ngã vàng. Hôm nay có chút thời gian dem máy ra xem mới phát hiên, khung và náp sau không khớp. Keo thừa vẫn còn o cụm cam. Màn hình và khung không khớp ở góc. Kính cam chưa thay, nhưng nắp sau chắc chắn đã thay. Khả thay luôn khung.",Negative,Negative,,Negative,Negative,,,,,,
"Tính năng nổi bật: iphone 

Đúng với mô tả: đúng lần đầu tiên đặt điện thoại qua shopee. không ngờ canh sale được rẻ vậy luôn. đúng là không bõ công chờ. lại còn đặt được đúng màu mình thích nữa chứ. nguyên tem mac nguyên seal luôn mới đã. thăng được hạng trên nè nữa chứ 🥰🥰🥰",,,,,,,Positive,,,,
"Máy ổn không biết bền không, cam 24m mà test cam có 12m không biết sao luôn, cửa hàng nên tặng ốp hoạc kính hay hơn cục sạc cùi",,Negative,,,,,,,,,
"Camera selfie out of focus ảnh mẫu khác xa chụp chân dung mờ, auto focus fail,",,Negative,,,,,,,,,
"🔋 
Thời lượng pin:pin xu dung con tốt, xai được tren 90% 📸 
Chất lượng camera: quay chup rat đẹp, ong kinh con tốt. ⚡ 
Hiệu suất: tốt. Noi chung,mua hang da qua xu dung thay rang may con tốt, chất lượng không thay bi loi, gia re va hai long voi sản phẩm nay không yeu cau gi hon.",Positive,Positive,Positive,,,,Positive,,,,
"Dùng được 3 tuần thấy ổn định. Máy khá mới. cửa hàng đã dán sẵn cường lực kèm ốp mà không mô tả, để mình phải mua thêm",,,,,Positive,,,,,Positive,
"Giao hàng nhanh, sản phẩm ok với giá tiền",,,,,,,Positive,,Positive,,
"Nhóm màu: đen 
Dung lượng lưu trữ: 16gb ⚡ 
Hiệu suất: ổn định 
sử dụng máy cũ nên hơi trầy nhẹ",,,Positive,,Negative,,,,,,
"đóng gói cẩn thận, điện thoại sử dụng tốt nha",,,,,,Positive,,,,,
"Hình ảnh mang tc minh hoạ, giao hàng nhanh, đóng gói cẩn thận, màu đẹp",,,,,Positive,Positive,,,Positive,,
Nhóm màu: màu đen loại: 2sim điện thoại vá tệ nghe thì bị rè rè khi điện thoại người nghe nhỏ xíu,,,,,,,,,,Negative,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: tốt 
Tính năng nổi bật: tốt
Nhận hàng đúng như mô tả của cửa hàng, mọi thứ đều tốt hài lòng, sẽ ủng hộ cửa hàng tiếp khi cần và giới thiệu nhiều ngườitin sử dụng vì cửa hàng uy tín",,,,,,,,,,Positive,
Camera chính nhiễu khi chụp chuyển động. Pin tụt 40% xem ảnh 1 giờ. Đóng gói bọt biển mỏng dễ thủng.,Negative,Negative,,,,Negative,,,,,
"Đúng với mô tả: không đúng cửa hàng giao điện thoại dung lượng bộ nhớ không đúng mô tả, không có giấy tờ bảo hành. khi nhắn tin hỏi cửa hàng không trả lời.",,,,,,,,Negative,,,
"điện thoại bị lỗi mà bảo hành rất lâu, gửi đi bảo hành 2 tuần chưa có.",,,,,,,,Negative,,,
"Pin thì yếu chơi game 1 xíu đã muốn hết sạc pin, sạc thì lâu nói có sạc nhanh nhưng sạch mãi không lên 80% pin, nói chung quá tệ, 1 sao cho cửa hàng",Negative,,,,,,,,,,
"Năm nay em vẫn nhận set bánh kẹo như mọi năm nha 🥰 lẻ đang giá rất yêu thương #35k/ set sỉ từ 10 set #2x ❌đủ màu: hồng, xanh lá, xanh dương, đò bánh kẹo đều mới không bán hàng cận date 💢",,,,,,,,,,,Neutral
"Màu sắc: bạc 
Phân loại: likenew 99% quá tuyệt vời nha cửa hàng tốt, đã nhận hàng đẹp chắc chắn ❤,rất ưng ý lắm sẽ ủng hộ lần kế tiếp nha cửa hàng.",,,,,Positive,,,,,,
"cửa hàng giao hàng đúng thời gian cam kết, chất lượng sản phẩm chưa mở hộp nên chưa đánh giá được. Nếu tốt nhận xét bổ sung sau.",,,,,,,,,Neutral,Neutral,
",phải sử dụng 1 thời gian mới đánh giá đúng được 😉 
Đúng với mô tả: đúng 
Tính năng nổi bật: gaming máy đúng như mô tả,cửa hàng tư vấn nhiệt tình.",,,,,,,,Positive,,,
sẽ đánh giá sản phẩm sau khi sử dụng một thời gian.,,,,,,,,,,Neutral,
Mức giá này tương ứng với cấu hình mà hãng đã công bố.,,,,,,,Neutral,,,,
"lần đặt hàng này, trải nghiệm rất tệ rùng beng các thứ, đặt hàng thanh toàn từ ngày đầu tiên 20/9. đến ngày 27, thấy báo đóng hàng giao cho ship bên trong tận tp hcm. mà mình ở hải phòng đến mãi tận 30/9 mới nhận được hàng? bộ ngoài bắc không có hàng để giao ah? vậy cứ rùng beng hứa hẹn giao sớm làm gì tóm lại rất rất là không hài lòng với đơn hàng này tệ!!",,,,,,,,Negative,Negative,,
"màn ám, sạc pin không vô",Negative,,,Negative,,,,,,,
"
Tính năng nổi bật: chụp quay siêu tốt 
Đúng với mô tả: đúng với mô tả giá rẻ nhưng mang trong mình một ngoại hình của những chiếc điện thoại đắt tiền rất ưng ý lần sau sẽ ủng hộ cửa hàng tiếp",,Positive,,,Positive,,Positive,,,,
"điện thoại samsung mà lại trễ thông báo gmail, không chấp nhận được",,,,,,,,,,Negative,
"giao hàng nhanh, máy ok",,,,,,,,,Positive,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: cam zoom x100 điện thoại giống mô tả, giao hàng nhanh, bảo hành được kích hoạt ngay khi mở máy. Hình đính kèm là mình chụp zoom x100, buổi tối chụp xong giữ nguyên 1 chút ai sẽ tự làm rõ nét.",,Positive,,,,,,Positive,Positive,,
Giá bán nằm trong phân khúc tầm trung so với các sản phẩm cùng loại.,,,,,,,Neutral,,,,
Đúng với mô tả: không giong dang hang xanh nhac ma giao mau hong nhac pin nhanh het,Negative,,,,,,,,Negative,,
"kém bị lừa pin chai sau 1 tháng, sạc rất lâu,",Negative,,,,,,,,,,
"Nhóm màu: desert 
Dung lượng lưu trữ: 1tb mọi thứ đều tốt.tôi rất hài lòng",,,,,,,,,,Positive,
"Kích thước màn hình khá phổ biến trong phân khúc, phù hợp để xem nội dung.",,,,Neutral,Neutral,,Neutral,,,,
Không thấyy đơn hàng đến mà vẫn báo hoàn thành?,,,,,,,,,Negative,,
Dung lượng lưu trữ: bản ram 4gb/64gb sai thu xem roi danh gia nhung co ve pin tuot hoi nhanh,Negative,,,,,,,,,,
Giá bán niêm yết của sản phẩm nằm trong phân khúc tầm trung.,,,,,,,Neutral,,,,
máy còn nguyên seal nhưng nhìn seal có vấn đề giống bị rạch ra,,,,,,Negative,,,,,
Ủng hộ cửa hàng lần sau,,,,,,,,,,Positive,
"Đúng với mô tả: tốt 
Tính năng nổi bật: tốt 

Điện thoại rất tốt mượt mà còn được tặng kèm camera nữa cửa hàng ủy tín nha ace 🤗👍",,,Positive,,,,,,,,
Bước đầu test tất cả tốt. Hy vọng sử dụng ổn định. Hàng khui hộp unbox lột seal đã tay.,,,,,,,,,,Positive,
Máy cũ trầy xước nhưng dùng ngon 5 sao,,,,,Positive,,,,,,
"Tính năng nổi bật: gần như mới 
Chất lượng sản phẩm: tuyệt vời 
Đúng với mô tả: đúng như mô tả máy gần như mới, pin hơi kém 1 tý thôi,",Negative,,,,,,,,,Positive,
"quá tuyệt vời cho sản phẩm bên cửa hàng, mình rất hài lòng,và sẽ giới thiệu cho bạn bè và gia đình ủng hộ cửa hàng ạ",,,,,,,,,,Positive,
Sản phẩm có mức giá tương đương các máy khác cùng phân khúc. Điều khoản bảo hành được ghi rõ trong phiếu đi kèm.,,,,,,,Neutral,Neutral,,,
"Đúng với mô tả: đúng 
Tính năng nổi bật:. 
Máy ngoại hình 98%. Còn áp suất,màn đẹp. Test được 1 tuần thấy ổn. Cửa hàng không tặng cường lực",,,,Positive,,,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb màn hình sống động, ⚡ 
Hiệu suất:màn hình sống động, chất lượng máy ảnh ấn tượng,",,Positive,,Positive,,,,,,,
